@relation banana
@attribute At1 real [-3.09, 2.81]
@attribute At2 real [-2.39, 3.19]
@attribute Class {-1.0, 1.0}
@inputs At1, At2
@outputs Class
@data
-0.436, -0.954, -1.0
-0.8, 1.66, -1.0
-0.711, 0.96, -1.0
-0.381, -1.08, -1.0
-1.34, 0.824, -1.0
-0.243, -1.24, -1.0
-1.01, -0.363, 1.0
1.39, 0.0609, -1.0
0.99, 0.771, -1.0
-0.652, 1.14, -1.0
0.222, 1.47, 1.0
-0.376, -0.975, -1.0
-0.101, -0.122, 1.0
-0.785, -0.361, 1.0
-0.522, 0.877, 1.0
-1.54, -0.641, 1.0
0.0114, -1.46, -1.0
-1.42, 0.592, 1.0
-0.298, -1.26, -1.0
-0.918, -0.578, 1.0
1.01, 1.53, 1.0
-1.56, -1.1, 1.0
0.287, -1.45, -1.0
-1.03, 1.01, -1.0
-0.071, 1.63, -1.0
-0.622, 0.804, 1.0
-0.165, -0.697, -1.0
-0.317, 1.77, -1.0
1.14, 0.647, -1.0
-1.57, 0.629, -1.0
0.445, 0.135, 1.0
0.659, -0.985, 1.0
0.196, 1.27, -1.0
-1.42, -0.327, 1.0
1.82, 1.43, 1.0
-0.487, -0.536, 1.0
0.235, 1.48, 1.0
1.72, 0.0291, -1.0
-1.17, 0.156, 1.0
0.981, 0.532, -1.0
1.25, -0.00263, -1.0
0.773, -0.747, 1.0
0.598, 0.855, -1.0
-1.69, -1.27, 1.0
0.822, 0.192, -1.0
-0.855, -1.05, -1.0
0.735, 1.63, 1.0
0.0737, 0.124, 1.0
-0.739, 1.32, -1.0
1.1, 0.131, -1.0
-1.37, -0.205, 1.0
-0.33, 0.0829, 1.0
-0.676, 1.3, -1.0
0.67, 1.15, -1.0
0.0301, -0.894, -1.0
0.13, 1.41, -1.0
-0.501, 0.0787, 1.0
-1.81, -0.994, 1.0
0.253, -1.3, -1.0
-1.25, -0.656, 1.0
-1.59, 0.322, -1.0
-0.172, -1.31, -1.0
-0.695, -0.736, -1.0
0.521, -1.04, -1.0
0.739, 0.139, 1.0
0.44, 0.9, -1.0
-1.59, -1.36, 1.0
0.874, -0.769, 1.0
-0.749, 0.0101, 1.0
-0.729, 1.37, -1.0
-0.968, -0.912, -1.0
1.56, -0.367, 1.0
0.0968, -0.225, 1.0
0.298, 0.509, 1.0
0.557, -1.04, 1.0
0.412, -0.124, 1.0
1.9, 1.27, 1.0
0.854, -0.537, 1.0
1.34, 0.878, -1.0
0.00865, -0.918, -1.0
-0.835, -1.06, -1.0
1.54, 1.75, 1.0
-0.902, -0.36, 1.0
1.08, 0.0163, -1.0
1.17, 0.511, -1.0
0.753, 1.89, 1.0
-1.61, -1.13, 1.0
1.06, -0.0531, 1.0
0.0973, -1.33, -1.0
-0.693, -0.113, 1.0
1.31, -1.4, 1.0
-0.285, 1.98, -1.0
-0.904, -0.203, 1.0
1.29, -0.657, 1.0
1.98, -0.0252, -1.0
1.02, -0.625, 1.0
1.27, 0.493, -1.0
-0.815, -0.682, 1.0
-1.63, 0.524, -1.0
0.698, -0.655, 1.0
-1.22, -0.0961, 1.0
-1.52, -1.23, 1.0
-0.0657, -1.19, -1.0
-0.402, -1.11, -1.0
0.45, -0.104, 1.0
0.612, 1.37, -1.0
-1.13, 0.411, 1.0
0.801, -0.639, 1.0
0.762, 0.125, 1.0
-0.961, 1.0, -1.0
-1.62, 0.468, -1.0
1.0, 1.17, -1.0
0.335, 1.39, 1.0
