@relation vehicle
@attribute Compactness integer [73, 119]
@attribute Circularity integer [33, 59]
@attribute Distance_circularity integer [40, 112]
@attribute Radius_ratio integer [104, 333]
@attribute Praxis_aspect_ratio integer [47, 138]
@attribute Max_length_aspect_ratio integer [2, 55]
@attribute Scatter_ratio integer [112, 265]
@attribute Elongatedness integer [26, 61]
@attribute Praxis_rectangular integer [17, 29]
@attribute Length_rectangular integer [118, 188]
@attribute Major_variance integer [130, 320]
@attribute Minor_variance integer [184, 1018]
@attribute Gyration_radius integer [109, 268]
@attribute Major_skewness integer [59, 135]
@attribute Minor_skewness integer [0, 22]
@attribute Minor_kurtosis integer [0, 41]
@attribute Major_kurtosis integer [176, 206]
@attribute Hollows_ratio integer [181, 211]
@attribute Class {van, saab, bus, opel}
@inputs Compactness, Circularity, Distance_circularity, Radius_ratio, Praxis_aspect_ratio, Max_length_aspect_ratio, Scatter_ratio, Elongatedness, Praxis_rectangular, Length_rectangular, Major_variance, Minor_variance, Gyration_radius, Major_skewness, Minor_skewness, Minor_kurtosis, Major_kurtosis, Hollows_ratio
@outputs Class
@data
100.0, 54.0, 102.0, 206.0, 65.0, 10.0, 198.0, 33.0, 23.0, 164.0, 224.0, 587.0, 240.0, 72.0, 4.0, 11.0, 187.0, 196.0, saab
94.0, 44.0, 70.0, 186.0, 72.0, 8.0, 153.0, 42.0, 19.0, 144.0, 171.0, 361.0, 178.0, 67.0, 7.0, 2.0, 199.0, 206.0, bus
100.0, 52.0, 109.0, 225.0, 68.0, 10.0, 222.0, 30.0, 25.0, 165.0, 241.0, 731.0, 207.0, 73.0, 7.0, 28.0, 188.0, 199.0, opel
105.0, 51.0, 93.0, 160.0, 51.0, 7.0, 217.0, 30.0, 24.0, 165.0, 240.0, 703.0, 208.0, 81.0, 9.0, 25.0, 188.0, 188.0, bus
96.0, 46.0, 88.0, 174.0, 68.0, 10.0, 155.0, 43.0, 19.0, 148.0, 173.0, 354.0, 182.0, 69.0, 14.0, 15.0, 194.0, 202.0, van
85.0, 43.0, 69.0, 141.0, 62.0, 7.0, 152.0, 44.0, 19.0, 145.0, 178.0, 341.0, 179.0, 84.0, 1.0, 4.0, 181.0, 184.0, bus
93.0, 46.0, 85.0, 169.0, 66.0, 9.0, 151.0, 44.0, 19.0, 147.0, 169.0, 339.0, 179.0, 67.0, 0.0, 4.0, 195.0, 204.0, van
93.0, 51.0, 90.0, 209.0, 69.0, 8.0, 183.0, 36.0, 22.0, 156.0, 211.0, 506.0, 230.0, 70.0, 6.0, 1.0, 189.0, 196.0, saab
94.0, 50.0, 84.0, 138.0, 57.0, 10.0, 156.0, 44.0, 20.0, 170.0, 171.0, 351.0, 187.0, 77.0, 5.0, 6.0, 182.0, 191.0, van
102.0, 52.0, 98.0, 225.0, 71.0, 10.0, 214.0, 31.0, 24.0, 164.0, 228.0, 682.0, 199.0, 71.0, 0.0, 16.0, 187.0, 196.0, opel
91.0, 46.0, 101.0, 199.0, 65.0, 9.0, 196.0, 34.0, 23.0, 146.0, 219.0, 574.0, 199.0, 73.0, 5.0, 8.0, 186.0, 194.0, opel
80.0, 44.0, 68.0, 120.0, 53.0, 8.0, 151.0, 45.0, 19.0, 146.0, 170.0, 333.0, 190.0, 80.0, 4.0, 16.0, 180.0, 185.0, bus
106.0, 53.0, 98.0, 154.0, 47.0, 4.0, 237.0, 28.0, 26.0, 164.0, 263.0, 838.0, 222.0, 82.0, 4.0, 17.0, 185.0, 184.0, bus
96.0, 39.0, 64.0, 111.0, 48.0, 8.0, 134.0, 52.0, 18.0, 141.0, 160.0, 258.0, 139.0, 80.0, 7.0, 20.0, 183.0, 184.0, van
81.0, 43.0, 68.0, 148.0, 64.0, 7.0, 150.0, 45.0, 19.0, 144.0, 175.0, 330.0, 171.0, 80.0, 1.0, 2.0, 182.0, 185.0, bus
83.0, 46.0, 68.0, 139.0, 59.0, 6.0, 150.0, 44.0, 19.0, 146.0, 172.0, 336.0, 183.0, 74.0, 5.0, 3.0, 185.0, 191.0, bus
79.0, 38.0, 55.0, 120.0, 55.0, 5.0, 142.0, 48.0, 19.0, 128.0, 153.0, 295.0, 145.0, 81.0, 4.0, 2.0, 180.0, 183.0, saab
97.0, 55.0, 103.0, 197.0, 63.0, 11.0, 215.0, 31.0, 24.0, 172.0, 219.0, 677.0, 219.0, 75.0, 5.0, 24.0, 185.0, 194.0, opel
83.0, 39.0, 69.0, 127.0, 54.0, 5.0, 135.0, 49.0, 18.0, 131.0, 155.0, 274.0, 162.0, 69.0, 16.0, 6.0, 187.0, 190.0, opel
90.0, 48.0, 77.0, 132.0, 56.0, 10.0, 157.0, 44.0, 20.0, 164.0, 169.0, 354.0, 187.0, 78.0, 1.0, 3.0, 182.0, 191.0, van
81.0, 45.0, 68.0, 154.0, 69.0, 22.0, 151.0, 45.0, 19.0, 147.0, 186.0, 335.0, 186.0, 88.0, 1.0, 10.0, 180.0, 185.0, bus
90.0, 48.0, 85.0, 157.0, 64.0, 11.0, 161.0, 43.0, 20.0, 167.0, 175.0, 375.0, 186.0, 74.0, 3.0, 16.0, 185.0, 195.0, van
95.0, 41.0, 82.0, 170.0, 65.0, 9.0, 145.0, 46.0, 19.0, 145.0, 163.0, 314.0, 140.0, 64.0, 4.0, 8.0, 199.0, 207.0, van
86.0, 39.0, 84.0, 149.0, 57.0, 8.0, 156.0, 43.0, 20.0, 133.0, 185.0, 358.0, 157.0, 74.0, 0.0, 23.0, 183.0, 190.0, opel
100.0, 47.0, 70.0, 185.0, 70.0, 7.0, 162.0, 40.0, 20.0, 153.0, 179.0, 406.0, 172.0, 68.0, 9.0, 6.0, 200.0, 205.0, bus
92.0, 46.0, 83.0, 154.0, 56.0, 6.0, 160.0, 41.0, 20.0, 148.0, 185.0, 382.0, 184.0, 71.0, 10.0, 5.0, 186.0, 191.0, saab
82.0, 36.0, 51.0, 114.0, 53.0, 4.0, 135.0, 50.0, 18.0, 126.0, 150.0, 268.0, 144.0, 86.0, 15.0, 4.0, 181.0, 182.0, saab
94.0, 46.0, 77.0, 169.0, 60.0, 8.0, 158.0, 42.0, 20.0, 148.0, 181.0, 373.0, 181.0, 67.0, 12.0, 2.0, 193.0, 199.0, saab
86.0, 36.0, 78.0, 146.0, 58.0, 7.0, 135.0, 50.0, 18.0, 124.0, 155.0, 270.0, 148.0, 66.0, 0.0, 25.0, 190.0, 195.0, saab
85.0, 36.0, 66.0, 123.0, 55.0, 5.0, 120.0, 56.0, 17.0, 128.0, 140.0, 212.0, 131.0, 73.0, 1.0, 18.0, 186.0, 190.0, van
