@relation vehicle
@attribute Compactness integer [73, 119]
@attribute Circularity integer [33, 59]
@attribute Distance_circularity integer [40, 112]
@attribute Radius_ratio integer [104, 333]
@attribute Praxis_aspect_ratio integer [47, 138]
@attribute Max_length_aspect_ratio integer [2, 55]
@attribute Scatter_ratio integer [112, 265]
@attribute Elongatedness integer [26, 61]
@attribute Praxis_rectangular integer [17, 29]
@attribute Length_rectangular integer [118, 188]
@attribute Major_variance integer [130, 320]
@attribute Minor_variance integer [184, 1018]
@attribute Gyration_radius integer [109, 268]
@attribute Major_skewness integer [59, 135]
@attribute Minor_skewness integer [0, 22]
@attribute Minor_kurtosis integer [0, 41]
@attribute Major_kurtosis integer [176, 206]
@attribute Hollows_ratio integer [181, 211]
@attribute Class {van, saab, bus, opel}
@inputs Compactness, Circularity, Distance_circularity, Radius_ratio, Praxis_aspect_ratio, Max_length_aspect_ratio, Scatter_ratio, Elongatedness, Praxis_rectangular, Length_rectangular, Major_variance, Minor_variance, Gyration_radius, Major_skewness, Minor_skewness, Minor_kurtosis, Major_kurtosis, Hollows_ratio
@outputs Class
@data
105.0, 51.0, 105.0, 197.0, 60.0, 11.0, 191.0, 35.0, 22.0, 162.0, 207.0, 545.0, 194.0, 64.0, 18.0, 4.0, 196.0, 205.0, saab
86.0, 45.0, 71.0, 170.0, 70.0, 6.0, 146.0, 45.0, 19.0, 146.0, 172.0, 321.0, 189.0, 71.0, 10.0, 8.0, 187.0, 191.0, bus
105.0, 45.0, 100.0, 195.0, 61.0, 10.0, 198.0, 33.0, 23.0, 149.0, 214.0, 586.0, 186.0, 67.0, 8.0, 5.0, 192.0, 200.0, saab
107.0, 53.0, 108.0, 211.0, 63.0, 11.0, 219.0, 31.0, 25.0, 168.0, 228.0, 704.0, 198.0, 69.0, 10.0, 21.0, 190.0, 203.0, saab
104.0, 52.0, 110.0, 172.0, 53.0, 10.0, 219.0, 30.0, 25.0, 166.0, 235.0, 711.0, 218.0, 74.0, 10.0, 28.0, 188.0, 198.0, opel
91.0, 38.0, 76.0, 172.0, 61.0, 8.0, 167.0, 40.0, 20.0, 134.0, 196.0, 415.0, 145.0, 71.0, 0.0, 28.0, 189.0, 198.0, opel
85.0, 36.0, 72.0, 127.0, 56.0, 7.0, 127.0, 54.0, 18.0, 125.0, 144.0, 233.0, 123.0, 70.0, 3.0, 30.0, 184.0, 194.0, opel
103.0, 48.0, 96.0, 232.0, 71.0, 10.0, 205.0, 32.0, 23.0, 153.0, 226.0, 633.0, 197.0, 71.0, 2.0, 15.0, 188.0, 196.0, opel
114.0, 57.0, 102.0, 181.0, 52.0, 6.0, 257.0, 26.0, 28.0, 169.0, 287.0, 968.0, 261.0, 85.0, 2.0, 21.0, 182.0, 184.0, bus
96.0, 44.0, 85.0, 166.0, 66.0, 10.0, 155.0, 43.0, 19.0, 150.0, 167.0, 355.0, 159.0, 67.0, 3.0, 10.0, 192.0, 202.0, van
90.0, 41.0, 78.0, 145.0, 55.0, 7.0, 138.0, 48.0, 18.0, 138.0, 161.0, 284.0, 158.0, 67.0, 0.0, 1.0, 192.0, 197.0, opel
96.0, 40.0, 78.0, 170.0, 58.0, 7.0, 174.0, 38.0, 21.0, 139.0, 197.0, 455.0, 160.0, 68.0, 3.0, 29.0, 191.0, 200.0, saab
86.0, 39.0, 58.0, 125.0, 55.0, 5.0, 117.0, 57.0, 17.0, 134.0, 140.0, 204.0, 148.0, 69.0, 7.0, 6.0, 190.0, 194.0, van
95.0, 53.0, 95.0, 202.0, 65.0, 10.0, 193.0, 34.0, 22.0, 160.0, 220.0, 559.0, 237.0, 71.0, 3.0, 2.0, 188.0, 196.0, saab
81.0, 45.0, 68.0, 137.0, 60.0, 7.0, 152.0, 45.0, 19.0, 151.0, 167.0, 333.0, 179.0, 81.0, 3.0, 13.0, 179.0, 183.0, bus
98.0, 38.0, 78.0, 191.0, 65.0, 8.0, 169.0, 39.0, 20.0, 136.0, 197.0, 430.0, 141.0, 67.0, 9.0, 20.0, 192.0, 199.0, saab
87.0, 42.0, 70.0, 139.0, 59.0, 7.0, 149.0, 45.0, 19.0, 142.0, 177.0, 327.0, 156.0, 78.0, 6.0, 9.0, 185.0, 188.0, bus
109.0, 47.0, 96.0, 206.0, 64.0, 9.0, 198.0, 33.0, 23.0, 150.0, 219.0, 586.0, 191.0, 70.0, 4.0, 13.0, 190.0, 198.0, saab
107.0, 55.0, 103.0, 213.0, 68.0, 11.0, 219.0, 30.0, 25.0, 172.0, 221.0, 709.0, 216.0, 70.0, 10.0, 7.0, 187.0, 197.0, saab
87.0, 41.0, 76.0, 165.0, 67.0, 7.0, 148.0, 45.0, 19.0, 140.0, 171.0, 327.0, 152.0, 72.0, 7.0, 13.0, 188.0, 195.0, bus
111.0, 53.0, 108.0, 211.0, 61.0, 11.0, 207.0, 32.0, 23.0, 167.0, 217.0, 636.0, 216.0, 64.0, 21.0, 2.0, 196.0, 205.0, saab
103.0, 56.0, 100.0, 185.0, 59.0, 11.0, 216.0, 31.0, 24.0, 173.0, 219.0, 684.0, 219.0, 75.0, 15.0, 11.0, 186.0, 194.0, opel
92.0, 39.0, 76.0, 180.0, 71.0, 6.0, 152.0, 43.0, 19.0, 131.0, 179.0, 350.0, 143.0, 72.0, 6.0, 14.0, 195.0, 200.0, bus
106.0, 55.0, 96.0, 196.0, 60.0, 12.0, 221.0, 30.0, 25.0, 173.0, 225.0, 717.0, 214.0, 72.0, 9.0, 13.0, 186.0, 196.0, opel
95.0, 49.0, 92.0, 193.0, 62.0, 10.0, 178.0, 37.0, 21.0, 154.0, 200.0, 478.0, 171.0, 64.0, 2.0, 0.0, 198.0, 206.0, opel
95.0, 49.0, 82.0, 139.0, 56.0, 11.0, 159.0, 43.0, 20.0, 162.0, 173.0, 365.0, 185.0, 75.0, 7.0, 10.0, 182.0, 191.0, van
111.0, 58.0, 105.0, 183.0, 51.0, 6.0, 265.0, 26.0, 29.0, 174.0, 285.0, 1018.0, 255.0, 85.0, 4.0, 8.0, 181.0, 183.0, bus
93.0, 34.0, 66.0, 140.0, 56.0, 7.0, 130.0, 51.0, 18.0, 120.0, 151.0, 251.0, 114.0, 62.0, 5.0, 29.0, 201.0, 207.0, opel
93.0, 39.0, 87.0, 183.0, 64.0, 8.0, 169.0, 40.0, 20.0, 134.0, 200.0, 422.0, 149.0, 72.0, 7.0, 25.0, 188.0, 195.0, saab
