@relation page-blocks
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.0070, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {1, 2, 3, 4, 5}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
7, 52, 364, 7.429, 0.272, 0.788, 1.22, 99, 287, 81, 1
9, 37, 333, 4.111, 0.228, 0.586, 1.27, 76, 195, 60, 1
7, 11, 77, 1.571, 0.299, 0.727, 1.35, 23, 56, 17, 1
9, 30, 270, 3.333, 0.248, 0.937, 1.46, 67, 253, 46, 1
9, 17, 153, 1.889, 0.235, 0.647, 1.44, 36, 99, 25, 1
7, 14, 98, 2.0, 0.306, 0.959, 1.3, 30, 94, 23, 1
7, 18, 126, 2.571, 0.278, 0.976, 1.35, 35, 123, 26, 1
7, 5, 35, 0.714, 0.257, 1.0, 1.13, 9, 35, 8, 1
7, 6, 42, 0.857, 0.381, 1.0, 2.29, 16, 42, 7, 1
7, 38, 266, 5.429, 0.338, 0.729, 1.55, 90, 194, 58, 1
7, 36, 252, 5.143, 0.302, 0.873, 1.36, 76, 220, 56, 1
9, 28, 252, 3.111, 0.25, 0.77, 1.47, 63, 194, 43, 1
7, 20, 140, 2.857, 0.229, 0.864, 1.19, 32, 121, 27, 1
6, 11, 66, 1.833, 0.364, 0.833, 1.6, 24, 55, 15, 1
7, 32, 224, 4.571, 0.272, 0.862, 1.53, 61, 193, 40, 1
6, 14, 84, 2.333, 0.274, 1.0, 1.28, 23, 84, 18, 1
6, 24, 144, 4.0, 0.292, 0.778, 1.35, 42, 112, 31, 1
5, 8, 40, 1.6, 0.35, 0.975, 1.0, 14, 39, 14, 1
7, 20, 140, 2.857, 0.329, 1.0, 1.48, 46, 140, 31, 1
7, 11, 77, 1.571, 0.299, 1.0, 1.77, 23, 77, 13, 1
6, 14, 84, 2.333, 0.286, 1.0, 1.2, 24, 84, 20, 1
4, 20, 80, 5.0, 0.388, 0.925, 1.41, 31, 74, 22, 1
4, 22, 88, 5.5, 0.432, 0.977, 1.46, 38, 86, 26, 1
9, 29, 261, 3.222, 0.23, 0.613, 1.3, 60, 160, 46, 1
7, 33, 231, 4.714, 0.264, 0.844, 1.2, 61, 195, 51, 1
7, 19, 133, 2.714, 0.203, 0.406, 2.25, 27, 54, 12, 1
6, 15, 90, 2.5, 0.267, 0.833, 2.0, 24, 75, 12, 1
7, 24, 168, 3.429, 0.268, 0.708, 1.61, 45, 119, 28, 1
5, 14, 70, 2.8, 0.386, 0.857, 1.69, 27, 60, 16, 1
8, 4, 32, 0.5, 0.25, 0.344, 8.0, 8, 11, 1, 1
7, 34, 238, 4.857, 0.298, 0.937, 1.31, 71, 223, 54, 1
9, 45, 405, 5.0, 0.259, 0.805, 1.4, 105, 326, 75, 1
8, 47, 376, 5.875, 0.266, 0.604, 1.56, 100, 227, 64, 1
7, 56, 392, 8.0, 0.319, 0.829, 1.45, 125, 325, 86, 1
7, 16, 112, 2.286, 0.259, 0.768, 2.07, 29, 86, 14, 1
5, 33, 165, 6.6, 0.376, 0.903, 1.44, 62, 149, 43, 1
9, 5, 45, 0.556, 0.244, 0.622, 1.83, 11, 28, 6, 1
7, 21, 147, 3.0, 0.259, 0.837, 1.46, 38, 123, 26, 1
7, 11, 77, 1.571, 0.416, 0.818, 2.0, 32, 63, 16, 1
7, 86, 602, 12.286, 0.294, 0.701, 1.69, 177, 422, 105, 1
9, 11, 99, 1.222, 0.222, 0.737, 1.29, 22, 73, 17, 1
7, 25, 175, 3.571, 0.303, 0.709, 1.51, 53, 124, 35, 1
9, 28, 252, 3.111, 0.258, 0.607, 1.51, 65, 153, 43, 1
7, 43, 301, 6.143, 0.319, 0.801, 1.41, 96, 241, 68, 1
7, 11, 77, 1.571, 0.377, 0.961, 1.45, 29, 74, 20, 1
7, 7, 49, 1.0, 0.306, 0.959, 1.67, 15, 47, 9, 1
6, 11, 66, 1.833, 0.379, 0.818, 1.67, 25, 54, 15, 1
5, 17, 85, 3.4, 0.388, 0.859, 1.83, 33, 73, 18, 1
6, 38, 228, 6.333, 0.377, 0.833, 1.51, 86, 190, 57, 1
5, 8, 40, 1.6, 0.55, 0.95, 1.83, 22, 38, 12, 1
5, 12, 60, 2.4, 0.55, 0.983, 2.2, 33, 59, 15, 1
5, 32, 160, 6.4, 0.406, 1.0, 1.41, 65, 160, 46, 1
6, 13, 78, 2.167, 0.359, 0.885, 1.65, 28, 69, 17, 1
9, 30, 270, 3.333, 0.285, 0.6, 1.51, 77, 162, 51, 1
7, 11, 77, 1.571, 0.364, 0.909, 1.75, 28, 70, 16, 1
5, 27, 135, 5.4, 0.304, 0.889, 1.41, 41, 120, 29, 1
7, 15, 105, 2.143, 0.371, 0.829, 1.77, 39, 87, 22, 1
9, 82, 738, 9.111, 0.245, 0.562, 1.48, 181, 415, 122, 1
5, 4, 20, 0.8, 0.5, 0.7, 10.0, 10, 14, 1, 1
7, 25, 175, 3.571, 0.371, 1.0, 1.63, 65, 175, 40, 1
6, 19, 114, 3.167, 0.316, 0.886, 1.8, 36, 101, 20, 1
8, 41, 328, 5.125, 0.21, 0.662, 1.44, 69, 217, 48, 1
7, 54, 378, 7.714, 0.286, 0.878, 1.4, 108, 332, 77, 1
6, 8, 48, 1.333, 0.313, 0.875, 1.07, 15, 42, 14, 1
9, 16, 144, 1.778, 0.208, 0.715, 1.5, 30, 103, 20, 1
9, 11, 99, 1.222, 0.283, 0.939, 1.56, 28, 93, 18, 1
7, 23, 161, 3.286, 0.28, 0.826, 1.45, 45, 133, 31, 1
9, 18, 162, 2.0, 0.241, 0.981, 1.44, 39, 159, 27, 1
6, 68, 408, 11.333, 0.257, 0.672, 1.15, 105, 274, 91, 1
9, 13, 117, 1.444, 0.308, 0.88, 1.71, 36, 103, 21, 1
7, 16, 112, 2.286, 0.25, 1.0, 1.56, 28, 112, 18, 1
7, 35, 245, 5.0, 0.347, 0.771, 1.52, 85, 189, 56, 1
6, 23, 138, 3.833, 0.283, 0.891, 1.11, 39, 123, 35, 1
5, 7, 35, 1.4, 0.457, 1.0, 1.45, 16, 35, 11, 1
9, 41, 369, 4.556, 0.201, 0.653, 1.3, 74, 241, 57, 1
7, 10, 70, 1.429, 0.286, 0.7, 1.25, 20, 49, 16, 1
5, 9, 45, 1.8, 0.444, 0.956, 1.43, 20, 43, 14, 1
6, 29, 174, 4.833, 0.305, 0.966, 1.26, 53, 168, 42, 1
9, 35, 315, 3.889, 0.26, 0.924, 1.37, 82, 291, 60, 1
5, 32, 160, 6.4, 0.419, 0.981, 1.31, 67, 157, 51, 1
7, 54, 378, 7.714, 0.304, 0.876, 1.26, 115, 331, 91, 1
7, 13, 91, 1.857, 0.407, 0.978, 1.76, 37, 89, 21, 1
5, 3, 15, 0.6, 0.6, 0.933, 3.0, 9, 14, 3, 1
7, 29, 203, 4.143, 0.281, 0.783, 1.33, 57, 159, 43, 1
6, 44, 264, 7.333, 0.265, 0.811, 1.23, 70, 214, 57, 1
8, 398, 3184, 49.75, 0.279, 0.664, 1.7, 887, 2113, 521, 1
8, 48, 384, 6.0, 0.341, 0.737, 1.96, 131, 283, 67, 1
9, 35, 315, 3.889, 0.362, 0.825, 1.97, 114, 260, 58, 1
8, 28, 224, 3.5, 0.393, 0.759, 2.2, 88, 170, 40, 1
14, 17, 238, 1.214, 0.113, 0.387, 1.8, 27, 92, 15, 5
8, 9, 72, 1.125, 0.458, 1.0, 3.0, 33, 72, 11, 1
53, 48, 2544, 0.906, 0.181, 0.374, 4.69, 460, 951, 98, 5
11, 42, 462, 3.818, 0.292, 0.76, 1.93, 135, 351, 70, 1
8, 20, 160, 2.5, 0.506, 1.0, 2.45, 81, 160, 33, 1
11, 57, 627, 5.182, 0.295, 0.719, 2.47, 185, 451, 75, 1
9, 17, 153, 1.889, 0.392, 0.935, 2.22, 60, 143, 27, 1
8, 22, 176, 2.75, 0.398, 0.784, 1.94, 70, 138, 36, 1
21, 4, 84, 0.19, 0.31, 0.643, 3.71, 26, 54, 7, 5
7, 46, 322, 6.571, 0.177, 0.304, 8.14, 57, 98, 7, 2
2, 9, 18, 4.5, 0.556, 0.556, 10.0, 10, 10, 1, 2
11, 15, 165, 1.364, 0.358, 0.752, 2.19, 59, 124, 27, 1
1, 13, 13, 13.0, 0.846, 1.0, 5.5, 11, 13, 2, 2
10, 33, 330, 3.3, 0.391, 0.982, 2.05, 129, 324, 63, 1
10, 4, 40, 0.4, 0.35, 0.9, 1.75, 14, 36, 8, 1
8, 9, 72, 1.125, 0.319, 0.667, 2.3, 23, 48, 10, 1
19, 13, 247, 0.684, 0.215, 0.551, 1.51, 53, 136, 35, 1
8, 6, 48, 0.75, 0.5, 0.854, 3.0, 24, 41, 8, 1
9, 116, 1044, 12.889, 0.339, 0.88, 1.86, 354, 919, 190, 1
25, 9, 225, 0.36, 0.187, 0.436, 2.47, 42, 98, 17, 5
10, 25, 250, 2.5, 0.384, 0.836, 2.46, 96, 209, 39, 1
8, 10, 80, 1.25, 0.438, 0.988, 1.94, 35, 79, 18, 1
6, 18, 108, 3.0, 0.5, 0.991, 2.45, 54, 107, 22, 1
10, 27, 270, 2.7, 0.367, 0.744, 2.02, 99, 201, 49, 1
8, 31, 248, 3.875, 0.427, 0.992, 2.16, 106, 246, 49, 1
9, 4, 36, 0.444, 0.25, 0.75, 9.0, 9, 27, 1, 5
10, 18, 180, 1.8, 0.389, 0.817, 1.89, 70, 147, 37, 1
52, 48, 2496, 0.923, 0.138, 0.248, 7.67, 345, 619, 45, 5
11, 87, 957, 7.909, 0.253, 0.662, 1.89, 242, 634, 128, 1
10, 59, 590, 5.9, 0.269, 0.69, 1.81, 159, 407, 88, 1
8, 49, 392, 6.125, 0.406, 0.742, 1.81, 159, 291, 88, 1
27, 4, 108, 0.148, 0.38, 0.75, 2.56, 41, 81, 16, 4
9, 26, 234, 2.889, 0.385, 0.85, 1.88, 90, 199, 48, 1
9, 56, 504, 6.222, 0.339, 0.931, 2.22, 171, 469, 77, 1
9, 47, 423, 5.222, 0.362, 0.905, 2.01, 153, 383, 76, 1
9, 9, 81, 1.0, 0.346, 0.877, 2.8, 28, 71, 10, 1
1, 86, 86, 86.0, 0.93, 1.0, 40.0, 80, 86, 2, 2
8, 30, 240, 3.75, 0.383, 0.983, 1.88, 92, 236, 49, 1
8, 37, 296, 4.625, 0.375, 0.753, 2.22, 111, 223, 50, 1
10, 22, 220, 2.2, 0.377, 0.614, 2.44, 83, 135, 34, 1
8, 16, 128, 2.0, 0.375, 0.93, 2.09, 48, 119, 23, 1
8, 12, 96, 1.5, 0.385, 0.802, 2.18, 37, 77, 17, 1
9, 1, 9, 0.111, 1.0, 1.0, 9.0, 9, 9, 1, 1
8, 25, 200, 3.125, 0.37, 0.73, 2.06, 74, 146, 36, 1
8, 10, 80, 1.25, 0.425, 0.913, 2.0, 34, 73, 17, 1
8, 31, 248, 3.875, 0.411, 0.742, 2.04, 102, 184, 50, 1
8, 49, 392, 6.125, 0.441, 0.997, 1.9, 173, 391, 91, 1
9, 27, 243, 3.0, 0.358, 0.856, 1.85, 87, 208, 47, 1
8, 12, 96, 1.5, 0.375, 0.792, 2.57, 36, 76, 14, 1
11, 86, 946, 7.818, 0.297, 0.748, 1.95, 281, 708, 144, 1
10, 28, 280, 2.8, 0.375, 0.657, 2.33, 105, 184, 45, 1
8, 5, 40, 0.625, 0.45, 1.0, 3.0, 18, 40, 6, 1
7, 38, 266, 5.429, 0.414, 0.846, 2.44, 110, 225, 45, 1
8, 7, 56, 0.875, 0.375, 1.0, 2.63, 21, 56, 8, 1
8, 53, 424, 6.625, 0.344, 0.884, 1.83, 146, 375, 80, 1
10, 47, 470, 4.7, 0.338, 0.698, 2.3, 159, 328, 69, 1
7, 31, 217, 4.429, 0.461, 0.991, 2.44, 100, 215, 41, 1
7, 5, 35, 0.714, 0.514, 0.8, 9.0, 18, 28, 2, 1
11, 13, 143, 1.182, 0.35, 0.783, 2.08, 50, 112, 24, 1
11, 240, 2640, 21.818, 0.27, 0.634, 2.05, 714, 1674, 348, 1
8, 17, 136, 2.125, 0.346, 1.0, 2.47, 47, 136, 19, 1
10, 48, 480, 4.8, 0.36, 0.863, 2.16, 173, 414, 80, 1
9, 20, 180, 2.222, 0.361, 0.7, 2.32, 65, 126, 28, 1
9, 29, 261, 3.222, 0.414, 0.966, 2.4, 108, 252, 45, 1
10, 34, 340, 3.4, 0.356, 0.744, 1.98, 121, 253, 61, 1
9, 16, 144, 1.778, 0.326, 0.792, 1.74, 47, 114, 27, 1
9, 64, 576, 7.111, 0.345, 0.694, 2.29, 199, 400, 87, 1
6, 36, 216, 6.0, 0.509, 0.991, 2.0, 110, 214, 55, 1
11, 73, 803, 6.636, 0.27, 0.844, 2.03, 217, 678, 107, 1
8, 27, 216, 3.375, 0.407, 1.0, 2.05, 88, 216, 43, 1
8, 14, 112, 1.75, 0.446, 1.0, 2.17, 50, 112, 23, 1
8, 39, 312, 4.875, 0.388, 0.933, 2.2, 121, 291, 55, 1
10, 30, 300, 3.0, 0.367, 0.783, 2.29, 110, 235, 48, 1
10, 28, 280, 2.8, 0.293, 0.8, 2.0, 82, 224, 41, 1
6, 32, 192, 5.333, 0.417, 0.964, 2.11, 80, 185, 38, 1
6, 8, 48, 1.333, 0.563, 0.958, 3.38, 27, 46, 8, 1
9, 34, 306, 3.778, 0.356, 0.925, 2.06, 109, 283, 53, 1
11, 61, 671, 5.545, 0.294, 0.735, 2.21, 197, 493, 89, 1
8, 14, 112, 1.75, 0.42, 0.759, 2.04, 47, 85, 23, 1
8, 21, 168, 2.625, 0.357, 0.964, 2.07, 60, 162, 29, 1
10, 41, 410, 4.1, 0.312, 0.734, 1.94, 128, 301, 66, 1
10, 52, 520, 5.2, 0.319, 0.802, 1.87, 166, 417, 89, 1
8, 8, 64, 1.0, 0.438, 1.0, 2.33, 28, 64, 12, 1
10, 25, 250, 2.5, 0.268, 0.588, 1.91, 67, 147, 35, 1
8, 8, 64, 1.0, 0.359, 0.766, 1.64, 23, 49, 14, 1
8, 33, 264, 4.125, 0.424, 0.867, 2.24, 112, 229, 50, 1
8, 9, 72, 1.125, 0.361, 0.972, 1.73, 26, 70, 15, 1
10, 6, 60, 0.6, 0.333, 0.817, 2.5, 20, 49, 8, 1
8, 26, 208, 3.25, 0.346, 0.909, 1.85, 72, 189, 39, 1
10, 52, 520, 5.2, 0.306, 0.688, 1.96, 159, 358, 81, 1
6, 39, 234, 6.5, 0.393, 0.927, 1.77, 92, 217, 52, 1
12, 272, 3264, 22.667, 0.219, 0.589, 1.8, 715, 1922, 397, 1
9, 10, 90, 1.111, 0.344, 0.789, 2.07, 31, 71, 15, 1
9, 28, 252, 3.111, 0.317, 0.976, 1.95, 80, 246, 41, 1
8, 52, 416, 6.5, 0.325, 0.877, 1.75, 135, 365, 77, 1
10, 15, 150, 1.5, 0.36, 0.813, 2.08, 54, 122, 26, 1
10, 18, 180, 1.8, 0.294, 0.911, 1.89, 53, 164, 28, 1
8, 9, 72, 1.125, 0.417, 1.0, 2.31, 30, 72, 13, 1
9, 105, 945, 11.667, 0.236, 0.579, 1.91, 223, 547, 117, 1
9, 101, 909, 11.222, 0.256, 0.688, 1.71, 233, 625, 136, 1
7, 109, 763, 15.571, 0.283, 0.543, 1.93, 216, 414, 112, 1
6, 221, 1326, 36.833, 0.268, 0.536, 1.95, 356, 711, 183, 1
10, 46, 460, 4.6, 0.278, 0.583, 1.66, 128, 268, 77, 1
8, 30, 240, 3.75, 0.354, 0.75, 2.02, 85, 180, 42, 1
8, 14, 112, 1.75, 0.482, 0.759, 3.38, 54, 85, 16, 1
8, 5, 40, 0.625, 0.35, 0.6, 3.5, 14, 24, 4, 1
10, 155, 1550, 15.5, 0.275, 0.803, 1.85, 427, 1244, 231, 1
10, 41, 410, 4.1, 0.276, 0.693, 1.61, 113, 284, 70, 1
10, 12, 120, 1.2, 0.35, 0.867, 2.33, 42, 104, 18, 1
10, 11, 110, 1.1, 0.409, 0.955, 2.5, 45, 105, 18, 1
3, 3, 9, 1.0, 0.778, 0.778, 7.0, 7, 7, 1, 1
10, 9, 90, 0.9, 0.333, 0.878, 2.5, 30, 79, 12, 1
10, 10, 100, 1.0, 0.35, 0.89, 1.94, 35, 89, 18, 1
6, 17, 102, 2.833, 0.451, 0.745, 2.56, 46, 76, 18, 1
8, 39, 312, 4.875, 0.378, 0.962, 1.64, 118, 300, 72, 1
10, 261, 2610, 26.1, 0.259, 0.767, 1.74, 676, 2001, 388, 1
8, 20, 160, 2.5, 0.394, 0.863, 2.1, 63, 138, 30, 1
8, 23, 184, 2.875, 0.348, 0.723, 2.0, 64, 133, 32, 1
34, 27, 918, 0.794, 0.219, 0.554, 3.09, 201, 509, 65, 5
36, 43, 1548, 1.194, 0.117, 0.183, 3.07, 181, 283, 59, 5
8, 20, 160, 2.5, 0.406, 0.906, 1.86, 65, 145, 35, 1
8, 12, 96, 1.5, 0.406, 0.917, 1.56, 39, 88, 25, 1
9, 91, 819, 10.111, 0.161, 0.44, 1.86, 132, 360, 71, 1
7, 20, 140, 2.857, 0.493, 0.979, 1.82, 69, 137, 38, 1
11, 221, 2431, 20.091, 0.25, 0.544, 1.95, 607, 1323, 312, 1
8, 12, 96, 1.5, 0.531, 0.813, 2.83, 51, 78, 18, 1
7, 20, 140, 2.857, 0.429, 0.993, 2.0, 60, 139, 30, 1
6, 30, 180, 5.0, 0.45, 0.833, 3.12, 81, 150, 26, 1
5, 22, 110, 4.4, 0.536, 0.909, 2.19, 59, 100, 27, 1
8, 12, 96, 1.5, 0.458, 0.667, 3.67, 44, 64, 12, 1
8, 31, 248, 3.875, 0.351, 0.839, 1.98, 87, 208, 44, 1
5, 23, 115, 4.6, 0.504, 0.783, 2.42, 58, 90, 24, 1
10, 41, 410, 4.1, 0.356, 0.956, 2.15, 146, 392, 68, 1
5, 30, 150, 6.0, 0.587, 0.96, 2.44, 88, 144, 36, 1
10, 79, 790, 7.9, 0.244, 0.742, 1.79, 193, 586, 108, 1
8, 19, 152, 2.375, 0.434, 0.664, 3.0, 66, 101, 22, 1
11, 19, 209, 1.727, 0.306, 0.789, 2.46, 64, 165, 26, 1
8, 6, 48, 0.75, 0.333, 0.979, 1.78, 16, 47, 9, 1
8, 29, 232, 3.625, 0.401, 0.884, 2.38, 93, 205, 39, 1
7, 6, 42, 0.857, 0.5, 1.0, 2.33, 21, 42, 9, 1
8, 92, 736, 11.5, 0.359, 0.913, 1.75, 264, 672, 151, 1
10, 12, 120, 1.2, 0.333, 0.958, 1.82, 40, 115, 22, 1
8, 24, 192, 3.0, 0.318, 0.974, 1.56, 61, 187, 39, 1
8, 7, 56, 0.875, 0.482, 0.946, 2.7, 27, 53, 10, 1
8, 12, 96, 1.5, 0.385, 0.896, 1.68, 37, 86, 22, 1
8, 20, 160, 2.5, 0.394, 0.944, 2.25, 63, 151, 28, 1
8, 25, 200, 3.125, 0.405, 0.865, 1.84, 81, 173, 44, 1
8, 35, 280, 4.375, 0.357, 0.921, 1.64, 100, 258, 61, 1
10, 19, 190, 1.9, 0.326, 0.768, 1.59, 62, 146, 39, 1
10, 46, 460, 4.6, 0.317, 0.683, 1.85, 146, 314, 79, 1
10, 28, 280, 2.8, 0.336, 0.85, 1.68, 94, 238, 56, 1
8, 9, 72, 1.125, 0.361, 0.903, 1.63, 26, 65, 16, 1
8, 12, 96, 1.5, 0.396, 0.969, 1.65, 38, 93, 23, 1
6, 4, 24, 0.667, 0.667, 1.0, 4.0, 16, 24, 4, 1
10, 260, 2600, 26.0, 0.282, 0.737, 1.78, 732, 1916, 412, 1
8, 11, 88, 1.375, 0.477, 0.966, 2.0, 42, 85, 21, 1
8, 24, 192, 3.0, 0.26, 0.672, 1.85, 50, 129, 27, 1
8, 19, 152, 2.375, 0.421, 0.974, 1.83, 64, 148, 35, 1
8, 12, 96, 1.5, 0.396, 0.99, 1.9, 38, 95, 20, 1
10, 26, 260, 2.6, 0.35, 0.819, 2.33, 91, 213, 39, 1
8, 61, 488, 7.625, 0.342, 0.875, 1.94, 167, 427, 86, 1
8, 20, 160, 2.5, 0.413, 0.981, 2.06, 66, 157, 32, 1
8, 23, 184, 2.875, 0.462, 1.0, 1.89, 85, 184, 45, 1
8, 70, 560, 8.75, 0.279, 0.727, 1.68, 156, 407, 93, 1
8, 39, 312, 4.875, 0.369, 0.99, 2.05, 115, 309, 56, 1
7, 12, 84, 1.714, 0.393, 0.69, 2.36, 33, 58, 14, 1
11, 74, 814, 6.727, 0.247, 0.695, 1.97, 201, 566, 102, 1
8, 25, 200, 3.125, 0.31, 0.67, 1.63, 62, 134, 38, 1
6, 7, 42, 1.167, 0.476, 0.976, 2.22, 20, 41, 9, 1
6, 23, 138, 3.833, 0.377, 0.862, 2.36, 52, 119, 22, 1
8, 23, 184, 2.875, 0.353, 0.826, 1.91, 65, 152, 34, 1
8, 13, 104, 1.625, 0.452, 0.971, 1.96, 47, 101, 24, 1
10, 120, 1200, 12.0, 0.279, 0.765, 1.7, 335, 918, 197, 1
8, 12, 96, 1.5, 0.385, 0.698, 2.47, 37, 67, 15, 1
8, 50, 400, 6.25, 0.36, 0.728, 1.97, 144, 291, 73, 1
5, 14, 70, 2.8, 0.543, 0.929, 2.0, 38, 65, 19, 1
5, 27, 135, 5.4, 0.548, 1.0, 2.18, 74, 135, 34, 1
5, 15, 75, 3.0, 0.547, 0.947, 2.05, 41, 71, 20, 1
10, 171, 1710, 17.1, 0.126, 0.452, 1.78, 215, 773, 121, 1
8, 12, 96, 1.5, 0.396, 0.844, 2.11, 38, 81, 18, 1
7, 20, 140, 2.857, 0.429, 1.0, 1.94, 60, 140, 31, 1
9, 40, 360, 4.444, 0.275, 0.875, 1.6, 99, 315, 62, 1
7, 9, 63, 1.286, 0.397, 0.841, 2.78, 25, 53, 9, 1
8, 168, 1344, 21.0, 0.32, 0.909, 1.76, 430, 1222, 245, 1
7, 14, 98, 2.0, 0.408, 0.939, 2.5, 40, 92, 16, 1
8, 33, 264, 4.125, 0.375, 0.83, 1.9, 99, 219, 52, 1
10, 39, 390, 3.9, 0.31, 0.779, 1.95, 121, 304, 62, 1
10, 59, 590, 5.9, 0.251, 0.763, 1.7, 148, 450, 87, 1
8, 25, 200, 3.125, 0.3, 0.59, 2.22, 60, 118, 27, 1
10, 43, 430, 4.3, 0.256, 0.707, 1.8, 110, 304, 61, 1
8, 3, 24, 0.375, 0.5, 1.0, 3.0, 12, 24, 4, 1
8, 7, 56, 0.875, 0.339, 0.964, 1.36, 19, 54, 14, 1
8, 14, 112, 1.75, 0.402, 1.0, 1.55, 45, 112, 29, 1
7, 20, 140, 2.857, 0.464, 0.986, 2.32, 65, 138, 28, 1
7, 4, 28, 0.571, 0.393, 1.0, 2.2, 11, 28, 5, 1
7, 23, 161, 3.286, 0.348, 1.0, 1.37, 56, 161, 41, 1
10, 116, 1160, 11.6, 0.246, 0.759, 1.6, 285, 881, 178, 1
8, 33, 264, 4.125, 0.371, 0.678, 1.88, 98, 179, 52, 1
13, 225, 2925, 17.308, 0.253, 0.893, 3.27, 740, 2612, 226, 1
24, 177, 4248, 7.375, 0.508, 0.927, 8.05, 2157, 3939, 268, 1
25, 291, 7275, 11.64, 0.466, 0.957, 7.34, 3392, 6963, 462, 1
2, 536, 1072, 268.0, 0.505, 0.512, 180.33, 541, 549, 3, 2
8, 353, 2824, 44.125, 0.07, 0.292, 1.19, 197, 825, 165, 1
9, 304, 2736, 33.778, 0.202, 0.749, 1.32, 554, 2049, 419, 1
6, 12, 72, 2.0, 0.278, 1.0, 2.22, 20, 72, 9, 1
5, 31, 155, 6.2, 0.361, 0.974, 1.56, 56, 151, 36, 1
1, 35, 35, 35.0, 0.2, 1.0, 1.17, 7, 35, 6, 1
1, 40, 40, 40.0, 0.175, 1.0, 1.17, 7, 40, 6, 1
8, 280, 2240, 35.0, 0.191, 0.709, 1.28, 427, 1589, 333, 1
7, 13, 91, 1.857, 0.308, 0.978, 1.56, 28, 89, 18, 1
1, 60, 60, 60.0, 0.217, 1.0, 1.08, 13, 60, 12, 1
8, 103, 824, 12.875, 0.142, 0.62, 1.17, 117, 511, 100, 1
9, 331, 2979, 36.778, 0.126, 0.527, 1.21, 374, 1570, 308, 1
7, 13, 91, 1.857, 0.198, 0.846, 2.25, 18, 77, 8, 1
9, 510, 4590, 56.667, 0.137, 0.636, 1.24, 629, 2918, 506, 1
8, 145, 1160, 18.125, 0.156, 0.773, 1.24, 181, 897, 146, 1
13, 38, 494, 2.923, 0.33, 0.98, 3.88, 163, 484, 42, 1
30, 60, 1800, 2.0, 0.154, 0.457, 1.85, 278, 823, 150, 5
5, 4, 20, 0.8, 0.4, 0.7, 2.67, 8, 14, 3, 1
24, 176, 4224, 7.333, 0.496, 0.969, 7.85, 2096, 4094, 267, 1
8, 82, 656, 10.25, 0.418, 0.753, 2.51, 274, 494, 109, 1
2, 536, 1072, 268.0, 0.532, 0.558, 30.0, 570, 598, 19, 2
9, 508, 4572, 56.444, 0.188, 0.597, 1.49, 861, 2731, 579, 1
9, 535, 4815, 59.444, 0.088, 0.318, 1.37, 425, 1530, 310, 1
10, 508, 5080, 50.8, 0.1, 0.343, 1.36, 506, 1742, 372, 1
7, 163, 1141, 23.286, 0.212, 0.831, 1.31, 242, 948, 185, 1
10, 534, 5340, 53.4, 0.132, 0.519, 1.28, 703, 2771, 548, 1
7, 95, 665, 13.571, 0.296, 0.982, 1.64, 197, 653, 120, 1
7, 61, 427, 8.714, 0.319, 0.988, 1.77, 136, 422, 77, 1
8, 107, 856, 13.375, 0.381, 0.77, 2.4, 326, 659, 136, 1
8, 150, 1200, 18.75, 0.205, 0.628, 1.32, 246, 753, 187, 1
9, 508, 4572, 56.444, 0.184, 0.705, 1.31, 840, 3224, 640, 1
7, 34, 238, 4.857, 0.282, 0.782, 1.49, 67, 186, 45, 1
9, 107, 963, 11.889, 0.191, 0.739, 1.36, 184, 712, 135, 1
1, 257, 257, 257.0, 1.0, 1.0, 257.0, 257, 257, 1, 2
13, 37, 481, 2.846, 0.322, 0.992, 3.52, 155, 477, 44, 1
9, 109, 981, 12.111, 0.219, 0.779, 1.67, 215, 764, 129, 1
8, 103, 824, 12.875, 0.425, 0.933, 2.71, 350, 769, 129, 1
9, 187, 1683, 20.778, 0.42, 0.786, 3.03, 707, 1323, 233, 1
9, 535, 4815, 59.444, 0.191, 0.788, 1.36, 921, 3793, 676, 1
9, 138, 1242, 15.333, 0.155, 0.717, 1.34, 193, 890, 144, 1
9, 218, 1962, 24.222, 0.148, 0.582, 1.43, 290, 1141, 203, 1
2, 537, 1074, 268.5, 0.594, 0.655, 21.27, 638, 703, 30, 2
7, 228, 1596, 32.571, 0.154, 0.548, 1.4, 245, 875, 175, 1
9, 533, 4797, 59.222, 0.166, 0.803, 1.3, 797, 3853, 612, 1
24, 471, 11304, 19.625, 0.474, 0.921, 7.9, 5363, 10409, 679, 1
5, 29, 145, 5.8, 0.4, 0.966, 1.61, 58, 140, 36, 1
9, 102, 918, 11.333, 0.183, 0.804, 1.27, 168, 738, 132, 1
9, 535, 4815, 59.444, 0.136, 0.498, 1.39, 655, 2399, 470, 1
2, 99, 198, 49.5, 0.253, 0.616, 4.55, 50, 122, 11, 2
8, 61, 488, 7.625, 0.207, 0.803, 1.31, 101, 392, 77, 1
8, 299, 2392, 37.375, 0.186, 0.687, 1.32, 446, 1643, 338, 1
