@relation banana
@attribute At1 real [-3.09, 2.81]
@attribute At2 real [-2.39, 3.19]
@attribute Class {-1.0, 1.0}
@inputs At1, At2
@outputs Class
@data
0.364, -0.858, -1.0
0.00854, 1.31, -1.0
-1.1, 0.737, -1.0
2.0, 1.71, 1.0
-0.184, -0.751, 1.0
0.957, -0.572, 1.0
0.914, 0.26, -1.0
0.387, -0.798, -1.0
1.34, -1.07, 1.0
-1.82, -0.341, 1.0
-0.261, 0.204, 1.0
-0.074, 1.97, 1.0
1.4, -1.13, 1.0
-0.816, 0.562, -1.0
1.23, -1.55, 1.0
0.424, 0.471, -1.0
0.809, 0.942, -1.0
-0.879, 0.499, 1.0
1.18, 0.507, -1.0
-1.06, 0.817, -1.0
1.25, -0.146, 1.0
0.93, -0.375, 1.0
-0.626, -1.18, -1.0
0.805, 0.42, -1.0
-0.958, 0.536, -1.0
-0.051, -0.972, -1.0
-0.0443, -0.335, 1.0
-0.957, 0.039, 1.0
-0.266, -1.2, -1.0
-0.216, -0.353, 1.0
-1.87, -1.32, 1.0
-0.672, -0.601, -1.0
-0.125, -1.48, -1.0
0.29, -0.481, 1.0
-2.06, 0.392, -1.0
-1.66, -0.56, 1.0
-0.016, -0.448, 1.0
-1.31, -0.354, 1.0
-0.208, -0.646, 1.0
2.29, 1.22, 1.0
-0.988, -0.191, 1.0
-0.367, -1.04, -1.0
-0.139, 0.132, 1.0
-1.57, -1.47, 1.0
1.33, -0.0802, -1.0
-1.29, -0.754, 1.0
1.02, -0.728, 1.0
-1.57, 0.378, -1.0
-0.105, -0.442, 1.0
0.414, 1.16, -1.0
2.29, 1.32, 1.0
0.141, 0.0947, 1.0
0.0436, 0.0126, 1.0
-1.22, -0.119, 1.0
1.03, 1.29, -1.0
0.217, -1.21, -1.0
-1.06, 1.03, -1.0
-1.11, -0.821, 1.0
-1.88, -0.979, 1.0
1.87, -1.16, -1.0
-0.337, 1.85, -1.0
-0.2, 1.74, 1.0
1.2, -0.213, -1.0
1.07, -1.38, 1.0
1.22, 1.35, -1.0
0.648, 1.41, -1.0
-0.748, -0.034, 1.0
2.35, 1.14, 1.0
-0.781, -0.113, 1.0
0.276, 0.397, 1.0
1.13, 0.429, -1.0
-0.965, -0.978, -1.0
-0.724, 0.215, 1.0
1.19, 0.997, -1.0
-0.328, 0.232, 1.0
-1.82, 0.885, -1.0
0.0949, -1.56, -1.0
-2.25, -1.96, 1.0
-0.271, 1.59, -1.0
-0.791, -1.26, -1.0
0.615, 0.558, -1.0
-0.391, 0.181, 1.0
0.838, -0.115, 1.0
0.823, -1.21, -1.0
-0.536, 1.05, -1.0
-1.53, -1.21, 1.0
-1.09, 0.531, -1.0
-1.87, -0.555, 1.0
-0.753, -0.321, 1.0
-1.13, -0.0634, 1.0
-1.01, -0.397, 1.0
1.0, 0.254, -1.0
-1.4, 0.475, -1.0
0.764, -0.804, 1.0
0.226, -1.38, -1.0
-1.19, 1.01, -1.0
-0.715, -0.969, -1.0
0.0533, -1.02, -1.0
-0.674, 0.842, -1.0
-0.405, -1.25, -1.0
0.384, 2.15, -1.0
0.0529, 1.52, -1.0
1.46, 0.0373, -1.0
0.527, 0.51, 1.0
1.15, -0.451, 1.0
-0.138, -0.0524, 1.0
-0.4, 0.00463, 1.0
-0.276, 1.05, -1.0
1.15, 0.0436, 1.0
-0.872, 0.26, 1.0
-0.415, 0.256, 1.0
1.29, 0.152, -1.0
-0.776, 0.127, 1.0
0.769, 0.772, -1.0
