@relation banana
@attribute At1 real [-3.09, 2.81]
@attribute At2 real [-2.39, 3.19]
@attribute Class {-1.0, 1.0}
@inputs At1, At2
@outputs Class
@data
-0.274, -0.99, -1.0
0.423, 1.74, -1.0
-1.69, 0.706, -1.0
0.411, 1.47, -1.0
-1.51, -0.285, 1.0
0.608, 0.0135, 1.0
-0.42, 1.11, -1.0
-0.825, 0.481, 1.0
-1.53, -1.01, 1.0
0.327, 0.17, 1.0
1.35, -1.23, 1.0
-0.391, 1.03, -1.0
-1.06, -0.937, -1.0
1.88, 0.116, -1.0
0.612, 1.8, 1.0
-0.102, 1.57, 1.0
-0.0406, 2.09, -1.0
-1.33, -0.861, 1.0
-1.1, 0.817, -1.0
0.504, 0.0752, -1.0
1.55, -0.466, -1.0
0.209, 0.755, 1.0
-0.162, 1.84, -1.0
-0.58, -1.09, -1.0
0.504, 1.78, -1.0
0.625, 1.67, -1.0
-0.0273, 0.739, 1.0
0.611, 0.978, -1.0
1.25, 0.794, -1.0
-1.61, -0.451, 1.0
-1.81, -0.488, 1.0
-0.987, -0.863, 1.0
0.434, -0.189, 1.0
1.62, -0.0187, -1.0
1.38, 0.131, -1.0
1.25, -0.322, -1.0
0.409, 1.45, -1.0
-1.32, 0.995, -1.0
-1.78, -0.687, 1.0
-0.966, -0.628, 1.0
1.12, -0.659, 1.0
0.501, 0.0553, 1.0
-0.742, -1.02, -1.0
0.465, -1.26, -1.0
0.952, 0.616, -1.0
0.397, 0.513, 1.0
0.434, 2.19, -1.0
1.16, -0.768, 1.0
0.318, 1.4, -1.0
-1.12, 0.494, -1.0
-0.954, -1.19, -1.0
-2.03, 0.359, -1.0
0.233, -0.275, 1.0
-0.327, 0.612, 1.0
0.0489, -1.36, -1.0
1.99, 1.18, 1.0
2.2, 1.26, 1.0
0.949, 0.422, -1.0
1.98, 1.27, 1.0
-0.279, -0.0928, 1.0
-1.32, -0.088, 1.0
1.38, 0.749, -1.0
1.46, -0.91, 1.0
-1.43, -1.02, 1.0
0.369, 0.49, 1.0
-1.31, -0.498, 1.0
-1.46, -0.298, 1.0
0.941, -0.789, 1.0
0.198, -1.19, -1.0
-0.213, 0.259, 1.0
0.112, 0.0285, 1.0
-0.153, -1.2, -1.0
0.243, 1.61, -1.0
0.352, 0.333, 1.0
0.709, 0.872, -1.0
0.923, 0.933, -1.0
-1.31, 0.175, 1.0
-1.15, -0.0498, 1.0
-0.66, -0.0708, 1.0
2.57, 0.989, 1.0
1.43, -1.21, 1.0
-0.969, 1.02, -1.0
1.09, 1.03, -1.0
-2.02, -0.792, 1.0
0.0403, -1.51, -1.0
-0.268, -1.52, -1.0
0.566, 0.0815, 1.0
1.11, -0.0628, -1.0
-1.84, -0.865, 1.0
-0.338, -1.33, -1.0
1.06, -0.0553, 1.0
-0.658, -1.31, -1.0
0.933, -0.277, 1.0
-1.32, 1.1, -1.0
-0.607, -1.6, -1.0
-0.171, 0.0105, 1.0
2.2, -0.665, -1.0
0.826, 1.42, -1.0
-0.754, 1.19, -1.0
0.0574, -0.134, 1.0
-1.73, -0.242, 1.0
0.43, -0.654, 1.0
1.49, 0.365, -1.0
-1.38, 0.678, -1.0
1.64, 1.46, 1.0
2.48, 1.21, 1.0
0.842, -0.372, 1.0
-1.49, -0.00325, 1.0
0.0343, -1.18, -1.0
-1.47, -0.0358, 1.0
-0.851, 0.189, 1.0
0.37, 1.03, -1.0
0.308, 0.117, 1.0
1.64, 1.12, 1.0
-1.7, -0.554, 1.0
