@relation banana
@attribute At1 real [-3.09, 2.81]
@attribute At2 real [-2.39, 3.19]
@attribute Class {-1.0, 1.0}
@inputs At1, At2
@outputs Class
@data
-0.183, 1.15, -1.0
-0.768, 0.209, 1.0
-1.55, 0.378, -1.0
-1.04, 0.621, -1.0
-0.0567, -1.41, -1.0
1.16, 0.151, 1.0
0.602, 1.06, -1.0
0.809, 0.741, -1.0
1.22, 0.217, -1.0
1.28, -0.236, -1.0
-0.337, 1.66, -1.0
-0.269, 1.6, -1.0
-1.54, 0.516, 1.0
-0.418, -1.26, -1.0
-0.0554, -1.28, -1.0
1.26, 0.144, -1.0
-0.532, 0.978, -1.0
0.527, -1.02, -1.0
0.309, -0.689, 1.0
-1.37, -0.177, 1.0
1.08, -0.996, 1.0
0.764, 0.469, -1.0
-0.18, 0.595, 1.0
0.774, 0.617, -1.0
-1.84, -1.64, 1.0
-1.16, 0.41, -1.0
-0.539, 1.41, -1.0
0.00168, 0.262, 1.0
0.878, -1.38, 1.0
2.41, 1.26, 1.0
-1.56, -0.172, 1.0
5.19E-4, 0.282, 1.0
-0.895, -1.07, 1.0
0.235, 0.772, 1.0
0.382, 0.175, 1.0
1.21, -1.24, 1.0
-0.882, -0.582, 1.0
0.572, -1.24, -1.0
-0.757, 0.298, 1.0
-0.685, 0.989, -1.0
-0.377, -0.617, 1.0
-1.09, 1.39, -1.0
0.981, 0.0921, -1.0
0.544, 1.41, -1.0
-0.944, 1.02, -1.0
-0.446, -1.28, -1.0
0.498, -1.02, -1.0
1.65, 0.0404, -1.0
0.627, -0.0629, 1.0
-1.93, 0.525, -1.0
-1.41, 1.09, -1.0
-0.318, 0.317, 1.0
0.916, 1.63, -1.0
-0.567, -1.7, -1.0
1.67, 0.0877, -1.0
1.33, 1.43, 1.0
1.11, 0.375, -1.0
-0.967, 0.592, -1.0
0.803, 1.35, -1.0
-0.76, -0.698, 1.0
0.544, 1.63, 1.0
-0.566, -1.33, -1.0
1.39, -0.498, -1.0
0.374, 0.966, -1.0
-0.109, -1.07, -1.0
0.48, -1.1, -1.0
-0.282, 1.78, 1.0
1.6, -1.36, 1.0
-0.103, -0.414, 1.0
0.931, 0.783, -1.0
0.824, 0.587, 1.0
1.05, 0.472, -1.0
1.35, 0.229, -1.0
0.34, -1.34, -1.0
0.578, -0.622, 1.0
-0.184, -0.0314, 1.0
0.56, 1.7, 1.0
1.07, 0.457, -1.0
-0.613, 0.775, 1.0
1.25, -0.118, -1.0
-1.45, -1.29, 1.0
-0.551, 0.288, 1.0
0.215, -1.66, -1.0
0.661, -0.199, 1.0
0.896, -1.27, 1.0
-1.54, -0.618, 1.0
0.722, -0.975, 1.0
1.26, -0.181, 1.0
-1.51, -0.769, 1.0
1.2, -1.65, 1.0
-1.06, -0.549, 1.0
-1.39, 0.862, -1.0
0.877, 0.161, -1.0
1.17, 0.446, -1.0
0.631, -0.674, 1.0
-0.973, -0.047, 1.0
-1.14, -1.27, 1.0
0.42, 1.1, -1.0
-0.643, 1.68, -1.0
-0.253, -0.406, 1.0
-1.13, -0.443, 1.0
1.3, 0.175, -1.0
1.48, 1.78, 1.0
-0.291, 0.561, 1.0
-1.88, -0.454, 1.0
-0.594, 1.24, -1.0
1.06, 0.443, -1.0
1.1, 0.508, -1.0
1.1, 0.604, -1.0
0.524, -0.231, 1.0
0.244, -0.69, 1.0
-0.974, 0.511, 1.0
-1.98, -0.88, 1.0
-0.843, -1.08, -1.0
-1.7, -0.569, 1.0
2.64, 1.14, 1.0
