@relation banana
@attribute At1 real [-3.09, 2.81]
@attribute At2 real [-2.39, 3.19]
@attribute Class {-1.0, 1.0}
@inputs At1, At2
@outputs Class
@data
0.673, 0.172, 1.0
0.00275, -0.0555, 1.0
-0.836, -0.65, 1.0
-1.12, 0.699, -1.0
-0.434, -1.1, -1.0
-0.177, -1.45, -1.0
-0.301, 1.82, 1.0
0.879, 1.03, -1.0
-2.03, -1.23, 1.0
1.44, 0.276, -1.0
1.07, 0.512, -1.0
1.19, 0.289, -1.0
-0.403, -0.488, 1.0
0.701, 0.564, -1.0
1.71, 1.17, 1.0
-2.17, -0.523, 1.0
-1.74, 0.975, -1.0
1.12, -1.22, 1.0
0.0285, 1.72, 1.0
-0.315, -1.09, -1.0
-0.356, -0.0513, 1.0
-0.828, -0.82, -1.0
1.61, -0.387, -1.0
1.63, 0.0545, -1.0
-0.17, -0.346, 1.0
2.37, 1.14, 1.0
0.822, 0.501, -1.0
0.568, 0.244, -1.0
0.847, 1.4, -1.0
0.257, 0.154, 1.0
-1.14, 0.849, -1.0
0.299, 1.56, -1.0
-1.1, 0.641, 1.0
0.463, 0.498, -1.0
0.826, 0.84, -1.0
-0.634, -1.15, -1.0
-0.25, -1.23, -1.0
-1.89, -1.7, 1.0
-0.936, 1.81, -1.0
-1.34, 0.595, -1.0
0.469, 1.91, -1.0
0.369, 0.428, 1.0
-1.54, 0.503, -1.0
-1.44, -0.0746, 1.0
-0.163, -0.398, 1.0
-1.45, -1.25, 1.0
0.0235, -0.18, 1.0
-0.256, -0.115, 1.0
0.617, -0.0096, 1.0
-1.37, 0.648, -1.0
-0.0297, -1.58, -1.0
-1.93, -0.92, 1.0
-1.31, -0.903, -1.0
1.03, -0.191, -1.0
-1.57, -0.205, 1.0
0.774, -1.22, 1.0
-0.718, -1.25, -1.0
1.15, -1.14, 1.0
-0.533, 1.22, -1.0
-0.235, -1.22, -1.0
1.06, 0.842, -1.0
0.275, 1.18, -1.0
0.974, 0.512, -1.0
-0.511, 1.5, -1.0
-2.0, -1.72, 1.0
-1.64, -1.8, 1.0
-0.91, -0.607, 1.0
-0.914, 0.425, 1.0
-0.521, 0.726, 1.0
-0.00626, -0.959, -1.0
1.01, -0.984, 1.0
0.897, 1.07, -1.0
-1.55, -1.47, 1.0
-0.00294, 0.513, 1.0
1.82, -0.643, -1.0
-0.212, -1.18, -1.0
0.428, -0.494, 1.0
-1.21, -0.409, 1.0
0.614, -1.46, -1.0
-0.598, -1.35, -1.0
1.44, -1.7, 1.0
-0.0957, -1.06, -1.0
-1.34, -0.419, 1.0
-0.523, -1.31, -1.0
1.18, 1.49, -1.0
0.819, 0.0462, 1.0
-1.76, -1.17, 1.0
-0.234, -0.656, 1.0
0.234, -0.822, 1.0
-1.63, -1.32, 1.0
1.39, -0.013, -1.0
0.0224, 1.43, 1.0
-0.153, -1.22, -1.0
-1.18, 0.0302, 1.0
1.15, 0.329, -1.0
-1.67, -1.5, 1.0
-1.36, -0.848, 1.0
0.485, 0.635, -1.0
0.117, -1.07, -1.0
0.647, 0.317, -1.0
-0.222, 2.47, -1.0
-1.61, -0.363, 1.0
-0.653, 0.433, 1.0
-0.959, 1.08, -1.0
-1.02, -0.224, 1.0
-0.582, -0.752, 1.0
0.552, 1.04, -1.0
0.406, -0.707, 1.0
-0.753, 1.18, -1.0
-0.0262, -1.18, -1.0
-0.674, -0.62, 1.0
-0.954, 0.687, 1.0
0.768, -0.966, 1.0
0.404, 0.00999, 1.0
0.704, -0.906, 1.0
-0.255, -0.142, 1.0
