@relation page-blocks
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.0070, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {1, 2, 3, 4, 5}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
7, 13, 91, 1.857, 0.374, 0.978, 1.79, 34, 89, 19, 1
7, 18, 126, 2.571, 0.365, 0.968, 2.0, 46, 122, 23, 1
7, 7, 49, 1.0, 0.245, 1.0, 1.71, 12, 49, 7, 1
7, 32, 224, 4.571, 0.232, 0.804, 1.3, 52, 180, 40, 1
7, 15, 105, 2.143, 0.333, 0.838, 1.46, 35, 88, 24, 1
8, 57, 456, 7.125, 0.268, 0.798, 1.45, 122, 364, 84, 1
8, 25, 200, 3.125, 0.285, 0.88, 1.36, 57, 176, 42, 1
10, 47, 470, 4.7, 0.198, 0.781, 1.29, 93, 367, 72, 1
7, 39, 273, 5.571, 0.253, 0.853, 1.33, 69, 233, 52, 1
7, 13, 91, 1.857, 0.33, 0.835, 1.43, 30, 76, 21, 1
7, 40, 280, 5.714, 0.336, 0.782, 1.47, 94, 219, 64, 1
7, 23, 161, 3.286, 0.329, 0.845, 1.66, 53, 136, 32, 1
7, 10, 70, 1.429, 0.329, 1.0, 1.77, 23, 70, 13, 1
7, 13, 91, 1.857, 0.319, 0.846, 1.61, 29, 77, 18, 1
7, 9, 63, 1.286, 0.381, 0.857, 2.0, 24, 54, 12, 1
7, 51, 357, 7.286, 0.322, 0.784, 1.49, 115, 280, 77, 1
7, 10, 70, 1.429, 0.286, 0.829, 1.33, 20, 58, 15, 1
10, 13, 130, 1.3, 0.231, 0.8, 1.76, 30, 104, 17, 1
8, 20, 160, 2.5, 0.206, 0.813, 1.38, 33, 130, 24, 1
7, 17, 119, 2.429, 0.261, 0.95, 1.82, 31, 113, 17, 1
7, 34, 238, 4.857, 0.273, 0.584, 1.55, 65, 139, 42, 1
7, 18, 126, 2.571, 0.286, 0.627, 1.57, 36, 79, 23, 1
7, 14, 98, 2.0, 0.286, 0.755, 1.56, 28, 74, 18, 1
5, 18, 90, 3.6, 0.4, 0.811, 1.64, 36, 73, 22, 1
5, 36, 180, 7.2, 0.406, 0.961, 1.35, 73, 173, 54, 1
7, 16, 112, 2.286, 0.295, 0.92, 1.18, 33, 103, 28, 1
5, 14, 70, 2.8, 0.457, 1.0, 1.52, 32, 70, 21, 1
7, 17, 119, 2.429, 0.336, 0.908, 1.48, 40, 108, 27, 1
7, 12, 84, 1.714, 0.357, 0.81, 1.67, 30, 68, 18, 1
7, 30, 210, 4.286, 0.329, 1.0, 1.38, 69, 210, 50, 1
7, 20, 140, 2.857, 0.257, 0.75, 1.33, 36, 105, 27, 1
7, 22, 154, 3.143, 0.247, 0.714, 1.23, 38, 110, 31, 1
7, 41, 287, 5.857, 0.328, 0.774, 1.42, 94, 222, 66, 1
7, 21, 147, 3.0, 0.32, 0.714, 1.68, 47, 105, 28, 1
10, 63, 630, 6.3, 0.184, 0.617, 1.4, 116, 389, 83, 1
7, 43, 301, 6.143, 0.292, 0.85, 1.33, 88, 256, 66, 1
7, 24, 168, 3.429, 0.28, 0.607, 1.38, 47, 102, 34, 1
7, 7, 49, 1.0, 0.306, 0.898, 1.36, 15, 44, 11, 1
6, 11, 66, 1.833, 0.348, 1.0, 1.53, 23, 66, 15, 1
6, 19, 114, 3.167, 0.307, 0.904, 1.59, 35, 103, 22, 1
9, 24, 216, 2.667, 0.213, 0.468, 1.28, 46, 101, 36, 1
7, 51, 357, 7.286, 0.325, 0.871, 1.66, 116, 311, 70, 1
7, 25, 175, 3.571, 0.189, 0.806, 1.22, 33, 141, 27, 1
9, 9, 81, 1.0, 0.272, 0.753, 1.38, 22, 61, 16, 1
6, 13, 78, 2.167, 0.333, 0.91, 1.37, 26, 71, 19, 1
5, 12, 60, 2.4, 0.483, 1.0, 1.38, 29, 60, 21, 1
6, 11, 66, 1.833, 0.394, 0.955, 1.53, 26, 63, 17, 1
7, 41, 287, 5.857, 0.341, 0.721, 1.58, 98, 207, 62, 1
8, 19, 152, 2.375, 0.178, 0.724, 1.5, 27, 110, 18, 1
7, 6, 42, 0.857, 0.333, 0.643, 1.75, 14, 27, 8, 1
6, 6, 36, 1.0, 0.417, 1.0, 1.88, 15, 36, 8, 1
7, 16, 112, 2.286, 0.313, 0.973, 1.75, 35, 109, 20, 1
7, 11, 77, 1.571, 0.39, 0.766, 1.76, 30, 59, 17, 1
7, 31, 217, 4.429, 0.286, 0.673, 1.55, 62, 146, 40, 1
7, 24, 168, 3.429, 0.196, 0.762, 1.38, 33, 128, 24, 1
6, 27, 162, 4.5, 0.241, 0.988, 1.11, 39, 160, 35, 1
6, 19, 114, 3.167, 0.333, 0.93, 1.27, 38, 106, 30, 1
7, 51, 357, 7.286, 0.283, 0.91, 1.35, 101, 325, 75, 1
8, 30, 240, 3.75, 0.242, 0.667, 1.35, 58, 160, 43, 1
9, 65, 585, 7.222, 0.265, 0.73, 1.67, 155, 427, 93, 1
9, 44, 396, 4.889, 0.24, 0.775, 1.42, 95, 307, 67, 1
7, 23, 161, 3.286, 0.273, 0.839, 1.47, 44, 135, 30, 1
4, 4, 16, 1.0, 0.563, 0.938, 4.5, 9, 15, 2, 1
7, 19, 133, 2.714, 0.398, 1.0, 1.71, 53, 133, 31, 1
7, 23, 161, 3.286, 0.28, 0.783, 1.29, 45, 126, 35, 1
7, 7, 49, 1.0, 0.347, 1.0, 1.42, 17, 49, 12, 1
9, 24, 216, 2.667, 0.287, 0.912, 1.72, 62, 197, 36, 1
9, 39, 351, 4.333, 0.259, 0.695, 1.49, 91, 244, 61, 1
7, 45, 315, 6.429, 0.254, 0.708, 1.29, 80, 223, 62, 1
9, 34, 306, 3.778, 0.209, 0.493, 1.42, 64, 151, 45, 1
7, 59, 413, 8.429, 0.228, 0.659, 1.24, 94, 272, 76, 1
6, 13, 78, 2.167, 0.308, 0.974, 1.41, 24, 76, 17, 1
7, 5, 35, 0.714, 0.429, 0.886, 2.5, 15, 31, 6, 1
7, 11, 77, 1.571, 0.364, 0.948, 1.47, 28, 73, 19, 1
5, 4, 20, 0.8, 0.6, 1.0, 2.4, 12, 20, 5, 1
7, 20, 140, 2.857, 0.25, 0.593, 1.35, 35, 83, 26, 1
7, 17, 119, 2.429, 0.361, 0.782, 1.65, 43, 93, 26, 1
9, 92, 828, 10.222, 0.24, 0.641, 1.54, 199, 531, 129, 1
6, 14, 84, 2.333, 0.298, 0.619, 1.79, 25, 52, 14, 1
7, 36, 252, 5.143, 0.262, 0.671, 1.27, 66, 169, 52, 1
7, 11, 77, 1.571, 0.377, 1.0, 1.53, 29, 77, 19, 1
9, 17, 153, 1.889, 0.307, 0.987, 1.38, 47, 151, 34, 1
9, 262, 2358, 29.111, 0.209, 0.703, 1.38, 492, 1657, 356, 1
5, 32, 160, 6.4, 0.413, 0.994, 1.35, 66, 159, 49, 1
9, 16, 144, 1.778, 0.174, 0.819, 1.32, 25, 118, 19, 1
9, 53, 477, 5.889, 0.252, 0.677, 1.54, 120, 323, 78, 1
7, 53, 371, 7.571, 0.299, 0.927, 1.29, 111, 344, 86, 1
9, 107, 963, 11.889, 0.217, 0.842, 1.34, 209, 811, 156, 1
6, 33, 198, 5.5, 0.303, 0.874, 1.46, 60, 173, 41, 1
7, 25, 175, 3.571, 0.331, 0.891, 1.41, 58, 156, 41, 1
7, 41, 287, 5.857, 0.321, 0.725, 1.48, 92, 208, 62, 1
6, 17, 102, 2.833, 0.294, 0.863, 1.15, 30, 88, 26, 1
6, 7, 42, 1.167, 0.262, 0.929, 1.38, 11, 39, 8, 1
9, 184, 1656, 20.444, 0.206, 0.659, 1.36, 341, 1091, 251, 1
5, 11, 55, 2.2, 0.4, 0.927, 1.57, 22, 51, 14, 1
7, 18, 126, 2.571, 0.27, 0.881, 1.36, 34, 111, 25, 1
7, 11, 77, 1.571, 0.221, 0.922, 1.21, 17, 71, 14, 1
6, 20, 120, 3.333, 0.258, 0.975, 1.29, 31, 117, 24, 1
5, 10, 50, 2.0, 0.36, 1.0, 1.29, 18, 50, 14, 1
7, 19, 133, 2.714, 0.263, 0.662, 1.35, 35, 88, 26, 1
5, 4, 20, 0.8, 0.45, 0.75, 2.25, 9, 15, 4, 1
5, 6, 30, 1.2, 0.433, 0.9, 1.63, 13, 27, 8, 1
8, 9, 72, 1.125, 0.319, 0.639, 2.09, 23, 46, 11, 1
11, 25, 275, 2.273, 0.276, 0.629, 1.9, 76, 173, 40, 1
10, 12, 120, 1.2, 0.208, 0.583, 1.67, 25, 70, 15, 5
8, 13, 104, 1.625, 0.442, 0.981, 2.0, 46, 102, 23, 1
10, 33, 330, 3.3, 0.321, 0.852, 2.47, 106, 281, 43, 1
8, 26, 208, 3.25, 0.423, 0.851, 2.44, 88, 177, 36, 1
36, 48, 1728, 1.333, 0.143, 0.437, 3.58, 247, 755, 69, 5
8, 7, 56, 0.875, 0.375, 1.0, 2.1, 21, 56, 10, 1
8, 19, 152, 2.375, 0.388, 1.0, 1.74, 59, 152, 34, 1
10, 23, 230, 2.3, 0.361, 0.774, 2.44, 83, 178, 34, 1
8, 30, 240, 3.75, 0.433, 1.0, 2.12, 104, 240, 49, 1
8, 4, 32, 0.5, 0.469, 0.875, 5.0, 15, 28, 3, 1
27, 4, 108, 0.148, 0.333, 0.667, 2.57, 36, 72, 14, 4
11, 32, 352, 2.909, 0.301, 0.895, 1.89, 106, 315, 56, 1
12, 271, 3252, 22.583, 0.238, 0.571, 1.98, 773, 1857, 391, 1
11, 94, 1034, 8.545, 0.28, 0.675, 2.03, 290, 698, 143, 1
9, 16, 144, 1.778, 0.375, 1.0, 2.08, 54, 144, 26, 1
9, 15, 135, 1.667, 0.378, 0.963, 2.43, 51, 130, 21, 1
3, 129, 387, 43.0, 0.305, 0.377, 11.8, 118, 146, 10, 2
9, 12, 108, 1.333, 0.389, 0.852, 2.33, 42, 92, 18, 1
9, 18, 162, 2.0, 0.414, 0.877, 2.31, 67, 142, 29, 1
8, 23, 184, 2.875, 0.359, 0.94, 1.65, 66, 173, 40, 1
11, 39, 429, 3.545, 0.317, 0.711, 2.47, 136, 305, 55, 1
10, 25, 250, 2.5, 0.392, 0.904, 2.09, 98, 226, 47, 1
12, 4, 48, 0.333, 0.292, 1.0, 2.0, 14, 48, 7, 5
8, 12, 96, 1.5, 0.417, 0.802, 2.11, 40, 77, 19, 1
10, 35, 350, 3.5, 0.337, 0.711, 2.62, 118, 249, 45, 1
8, 36, 288, 4.5, 0.406, 1.0, 1.89, 117, 288, 62, 1
54, 48, 2592, 0.889, 0.143, 0.264, 6.85, 370, 685, 54, 5
11, 52, 572, 4.727, 0.28, 0.605, 2.05, 160, 346, 78, 1
9, 4, 36, 0.444, 0.472, 0.861, 5.67, 17, 31, 3, 1
11, 25, 275, 2.273, 0.327, 0.84, 1.96, 90, 231, 46, 1
9, 38, 342, 4.222, 0.371, 0.874, 1.87, 127, 299, 68, 1
11, 45, 495, 4.091, 0.267, 0.733, 2.0, 132, 363, 66, 1
8, 12, 96, 1.5, 0.583, 0.896, 2.8, 56, 86, 20, 1
10, 36, 360, 3.6, 0.367, 0.844, 2.24, 132, 304, 59, 1
9, 240, 2160, 26.667, 0.259, 0.714, 1.66, 559, 1542, 336, 1
11, 29, 319, 2.636, 0.298, 0.752, 2.21, 95, 240, 43, 1
8, 15, 120, 1.875, 0.475, 0.992, 2.59, 57, 119, 22, 1
8, 8, 64, 1.0, 0.391, 0.781, 2.78, 25, 50, 9, 1
8, 9, 72, 1.125, 0.458, 0.986, 2.2, 33, 71, 15, 1
8, 14, 112, 1.75, 0.42, 0.848, 2.04, 47, 95, 23, 1
8, 15, 120, 1.875, 0.517, 0.867, 2.48, 62, 104, 25, 1
8, 25, 200, 3.125, 0.405, 0.755, 1.98, 81, 151, 41, 1
8, 18, 144, 2.25, 0.403, 0.931, 1.81, 58, 134, 32, 1
8, 6, 48, 0.75, 0.396, 0.813, 1.58, 19, 39, 12, 1
11, 44, 484, 4.0, 0.308, 0.818, 2.01, 149, 396, 74, 1
11, 25, 275, 2.273, 0.36, 0.909, 2.11, 99, 250, 47, 1
8, 4, 32, 0.5, 0.406, 1.0, 2.17, 13, 32, 6, 1
8, 14, 112, 1.75, 0.357, 0.67, 2.0, 40, 75, 20, 1
8, 24, 192, 3.0, 0.406, 0.818, 2.23, 78, 157, 35, 1
8, 202, 1616, 25.25, 0.313, 0.689, 1.83, 505, 1114, 276, 1
12, 272, 3264, 22.667, 0.249, 0.602, 2.01, 812, 1965, 404, 1
8, 12, 96, 1.5, 0.448, 0.896, 2.05, 43, 86, 21, 1
9, 17, 153, 1.889, 0.451, 0.941, 2.46, 69, 144, 28, 1
9, 47, 423, 5.222, 0.336, 0.891, 1.78, 142, 377, 80, 1
8, 20, 160, 2.5, 0.456, 1.0, 2.35, 73, 160, 31, 1
8, 13, 104, 1.625, 0.49, 0.913, 2.68, 51, 95, 19, 1
8, 15, 120, 1.875, 0.5, 1.0, 2.14, 60, 120, 28, 1
8, 21, 168, 2.625, 0.411, 0.994, 2.56, 69, 167, 27, 1
8, 12, 96, 1.5, 0.438, 1.0, 2.0, 42, 96, 21, 1
8, 8, 64, 1.0, 0.516, 1.0, 2.36, 33, 64, 14, 1
9, 43, 387, 4.778, 0.3, 0.713, 1.78, 116, 276, 65, 1
10, 53, 530, 5.3, 0.306, 0.889, 1.84, 162, 471, 88, 1
8, 55, 440, 6.875, 0.225, 0.645, 1.77, 99, 284, 56, 1
8, 69, 552, 8.625, 0.366, 0.897, 1.94, 202, 495, 104, 1
8, 47, 376, 5.875, 0.34, 0.753, 2.0, 128, 283, 64, 1
10, 19, 190, 1.9, 0.311, 1.0, 1.69, 59, 190, 35, 1
10, 50, 500, 5.0, 0.326, 0.868, 2.01, 163, 434, 81, 1
9, 7, 63, 0.778, 0.365, 0.937, 1.77, 23, 59, 13, 1
11, 50, 550, 4.545, 0.255, 0.56, 1.89, 140, 308, 74, 1
8, 16, 128, 2.0, 0.43, 1.0, 2.04, 55, 128, 27, 1
11, 272, 2992, 24.727, 0.26, 0.681, 1.82, 778, 2038, 428, 1
9, 18, 162, 2.0, 0.352, 0.901, 1.84, 57, 146, 31, 1
8, 42, 336, 5.25, 0.369, 1.0, 1.85, 124, 336, 67, 1
8, 32, 256, 4.0, 0.352, 0.973, 1.8, 90, 249, 50, 1
9, 41, 369, 4.556, 0.374, 0.881, 2.26, 138, 325, 61, 1
8, 10, 80, 1.25, 0.375, 0.85, 1.88, 30, 68, 16, 1
11, 40, 440, 3.636, 0.27, 0.618, 1.8, 119, 272, 66, 1
9, 20, 180, 2.222, 0.361, 0.872, 1.86, 65, 157, 35, 1
8, 4, 32, 0.5, 0.438, 0.656, 4.67, 14, 21, 3, 1
10, 26, 260, 2.6, 0.3, 0.954, 1.59, 78, 248, 49, 1
11, 42, 462, 3.818, 0.284, 0.654, 1.93, 131, 302, 68, 1
8, 14, 112, 1.75, 0.375, 0.839, 2.1, 42, 94, 20, 1
8, 37, 296, 4.625, 0.375, 0.922, 1.61, 111, 273, 69, 1
8, 43, 344, 5.375, 0.343, 0.977, 1.71, 118, 336, 69, 1
8, 38, 304, 4.75, 0.408, 0.964, 1.65, 124, 293, 75, 1
11, 26, 286, 2.364, 0.262, 0.804, 1.79, 75, 230, 42, 1
6, 10, 60, 1.667, 0.433, 0.867, 1.86, 26, 52, 14, 1
8, 42, 336, 5.25, 0.375, 0.899, 2.07, 126, 302, 61, 1
6, 21, 126, 3.5, 0.246, 0.254, 31.0, 31, 32, 1, 2
6, 146, 876, 24.333, 0.325, 0.691, 1.83, 285, 605, 156, 1
68, 34, 2312, 0.5, 0.224, 0.526, 2.44, 519, 1215, 213, 5
11, 261, 2871, 23.727, 0.233, 0.637, 1.75, 668, 1830, 381, 1
6, 17, 102, 2.833, 0.137, 0.627, 2.8, 14, 64, 5, 5
10, 15, 150, 1.5, 0.273, 0.947, 1.41, 41, 142, 29, 1
8, 29, 232, 3.625, 0.444, 1.0, 2.15, 103, 232, 48, 1
9, 19, 171, 2.111, 0.298, 0.737, 2.68, 51, 126, 19, 1
10, 51, 510, 5.1, 0.28, 0.814, 1.66, 143, 415, 86, 1
10, 37, 370, 3.7, 0.327, 0.954, 1.83, 121, 353, 66, 1
1, 7, 7, 7.0, 1.0, 1.0, 7.0, 7, 7, 1, 1
10, 34, 340, 3.4, 0.321, 0.853, 2.02, 109, 290, 54, 1
9, 20, 180, 2.222, 0.322, 0.717, 2.15, 58, 129, 27, 1
5, 20, 100, 4.0, 0.47, 0.73, 2.35, 47, 73, 20, 1
5, 13, 65, 2.6, 0.554, 0.8, 2.57, 36, 52, 14, 1
10, 62, 620, 6.2, 0.265, 0.656, 2.19, 164, 407, 75, 1
8, 16, 128, 2.0, 0.328, 0.969, 1.91, 42, 124, 22, 1
10, 39, 390, 3.9, 0.295, 0.908, 2.09, 115, 354, 55, 1
2, 14, 28, 7.0, 0.464, 0.536, 13.0, 13, 15, 1, 2
8, 14, 112, 1.75, 0.411, 0.991, 2.56, 46, 111, 18, 1
16, 29, 464, 1.813, 0.144, 0.496, 2.58, 67, 230, 26, 5
10, 15, 150, 1.5, 0.313, 0.78, 2.24, 47, 117, 21, 1
6, 3, 18, 0.5, 0.556, 0.556, 10.0, 10, 10, 1, 1
7, 4, 28, 0.571, 0.5, 1.0, 2.33, 14, 28, 6, 1
8, 14, 112, 1.75, 0.482, 0.679, 3.0, 54, 76, 18, 1
6, 16, 96, 2.667, 0.281, 0.542, 2.45, 27, 52, 11, 1
10, 28, 280, 2.8, 0.311, 0.957, 1.78, 87, 268, 49, 1
8, 12, 96, 1.5, 0.438, 1.0, 2.1, 42, 96, 20, 1
6, 26, 156, 4.333, 0.423, 0.769, 2.36, 66, 120, 28, 1
7, 20, 140, 2.857, 0.464, 0.9, 2.71, 65, 126, 24, 1
9, 18, 162, 2.0, 0.321, 0.654, 2.26, 52, 106, 23, 1
8, 14, 112, 1.75, 0.438, 0.768, 2.23, 49, 86, 22, 1
10, 76, 760, 7.6, 0.322, 0.689, 1.99, 245, 524, 123, 1
8, 21, 168, 2.625, 0.435, 0.917, 2.35, 73, 154, 31, 1
7, 7, 49, 1.0, 0.347, 0.633, 2.83, 17, 31, 6, 1
5, 5, 25, 1.0, 0.52, 1.0, 2.17, 13, 25, 6, 1
10, 41, 410, 4.1, 0.302, 0.69, 2.07, 124, 283, 60, 1
10, 228, 2280, 22.8, 0.26, 0.61, 1.87, 592, 1390, 316, 1
10, 23, 230, 2.3, 0.348, 0.891, 2.22, 80, 205, 36, 1
10, 10, 100, 1.0, 0.34, 0.93, 1.89, 34, 93, 18, 1
6, 18, 108, 3.0, 0.491, 0.88, 2.04, 53, 95, 26, 1
8, 19, 152, 2.375, 0.395, 0.704, 1.94, 60, 107, 31, 1
8, 8, 64, 1.0, 0.438, 0.813, 4.67, 28, 52, 6, 1
10, 262, 2620, 26.2, 0.288, 0.742, 1.79, 754, 1945, 421, 1
10, 23, 230, 2.3, 0.287, 0.617, 2.2, 66, 142, 30, 1
7, 27, 189, 3.857, 0.402, 0.746, 1.81, 76, 141, 42, 1
10, 30, 300, 3.0, 0.333, 0.93, 1.79, 100, 279, 56, 1
8, 41, 328, 5.125, 0.378, 0.945, 1.61, 124, 310, 77, 1
10, 45, 450, 4.5, 0.296, 0.558, 2.25, 133, 251, 59, 1
8, 5, 40, 0.625, 0.4, 1.0, 2.67, 16, 40, 6, 1
10, 41, 410, 4.1, 0.278, 0.632, 1.93, 114, 259, 59, 1
8, 23, 184, 2.875, 0.451, 0.832, 2.08, 83, 153, 40, 1
8, 16, 128, 2.0, 0.359, 0.781, 2.0, 46, 100, 23, 1
8, 33, 264, 4.125, 0.345, 0.886, 1.57, 91, 234, 58, 1
8, 34, 272, 4.25, 0.357, 0.75, 1.87, 97, 204, 52, 1
10, 30, 300, 3.0, 0.363, 0.71, 2.42, 109, 213, 45, 1
8, 30, 240, 3.75, 0.342, 0.896, 2.0, 82, 215, 41, 1
8, 18, 144, 2.25, 0.389, 0.931, 2.24, 56, 134, 25, 1
10, 34, 340, 3.4, 0.303, 0.815, 1.84, 103, 277, 56, 1
8, 25, 200, 3.125, 0.415, 1.0, 1.89, 83, 200, 44, 1
10, 262, 2620, 26.2, 0.281, 0.691, 1.89, 736, 1811, 390, 1
8, 10, 80, 1.25, 0.363, 0.913, 3.22, 29, 73, 9, 1
9, 30, 270, 3.333, 0.304, 0.711, 1.86, 82, 192, 44, 1
5, 26, 130, 5.2, 0.523, 0.985, 1.89, 68, 128, 36, 1
8, 12, 96, 1.5, 0.427, 0.906, 2.16, 41, 87, 19, 1
10, 31, 310, 3.1, 0.339, 0.713, 2.14, 105, 221, 49, 1
8, 15, 120, 1.875, 0.417, 0.925, 2.17, 50, 111, 23, 1
8, 24, 192, 3.0, 0.438, 0.839, 1.95, 84, 161, 43, 1
10, 39, 390, 3.9, 0.308, 0.721, 1.69, 120, 281, 71, 1
5, 8, 40, 1.6, 0.675, 0.975, 3.0, 27, 39, 9, 1
6, 4, 24, 0.667, 0.583, 0.792, 3.5, 14, 19, 4, 1
9, 29, 261, 3.222, 0.318, 0.893, 1.73, 83, 233, 48, 1
8, 5, 40, 0.625, 0.425, 1.0, 1.55, 17, 40, 11, 1
11, 261, 2871, 23.727, 0.246, 0.638, 1.93, 707, 1833, 366, 1
10, 41, 410, 4.1, 0.324, 0.81, 1.87, 133, 332, 71, 1
8, 22, 176, 2.75, 0.375, 0.909, 1.78, 66, 160, 37, 1
7, 53, 371, 7.571, 0.342, 0.58, 2.4, 127, 215, 53, 1
7, 20, 140, 2.857, 0.407, 0.929, 1.97, 57, 130, 29, 1
9, 29, 261, 3.222, 0.307, 0.648, 1.95, 80, 169, 41, 1
9, 46, 414, 5.111, 0.316, 0.857, 1.72, 131, 355, 76, 1
8, 13, 104, 1.625, 0.365, 0.933, 1.65, 38, 97, 23, 1
7, 9, 63, 1.286, 0.365, 0.698, 1.64, 23, 44, 14, 1
10, 27, 270, 2.7, 0.3, 0.644, 1.98, 81, 174, 41, 1
7, 41, 287, 5.857, 0.422, 1.0, 1.73, 121, 287, 70, 1
8, 25, 200, 3.125, 0.38, 0.795, 1.81, 76, 159, 42, 1
10, 119, 1190, 11.9, 0.275, 0.665, 1.84, 327, 791, 178, 1
6, 8, 48, 1.333, 0.5, 1.0, 2.18, 24, 48, 11, 1
6, 7, 42, 1.167, 0.5, 1.0, 1.75, 21, 42, 12, 1
10, 44, 440, 4.4, 0.35, 0.957, 1.9, 154, 421, 81, 1
10, 52, 520, 5.2, 0.269, 0.85, 2.0, 140, 442, 70, 1
10, 36, 360, 3.6, 0.264, 0.711, 1.86, 95, 256, 51, 1
10, 45, 450, 4.5, 0.282, 0.718, 1.84, 127, 323, 69, 1
6, 16, 96, 2.667, 0.49, 0.844, 1.96, 47, 81, 24, 1
8, 4, 32, 0.5, 0.406, 0.781, 2.17, 13, 25, 6, 1
11, 262, 2882, 23.818, 0.251, 0.677, 1.85, 722, 1951, 391, 1
8, 14, 112, 1.75, 0.42, 0.786, 1.88, 47, 88, 25, 1
7, 31, 217, 4.429, 0.461, 0.922, 2.13, 100, 200, 47, 1
5, 15, 75, 3.0, 0.56, 0.92, 2.21, 42, 69, 19, 1
9, 10, 90, 1.111, 0.389, 0.889, 1.94, 35, 80, 18, 1
8, 36, 288, 4.5, 0.323, 0.781, 1.86, 93, 225, 50, 1
7, 9, 63, 1.286, 0.46, 0.889, 2.42, 29, 56, 12, 1
7, 8, 56, 1.143, 0.411, 0.714, 2.3, 23, 40, 10, 1
8, 18, 144, 2.25, 0.354, 0.757, 1.65, 51, 109, 31, 1
10, 22, 220, 2.2, 0.318, 0.777, 1.79, 70, 171, 39, 1
10, 176, 1760, 17.6, 0.257, 0.583, 1.72, 452, 1026, 263, 1
7, 12, 84, 1.714, 0.405, 0.988, 1.62, 34, 83, 21, 1
8, 41, 328, 5.125, 0.323, 0.643, 1.66, 106, 211, 64, 1
9, 111, 999, 12.333, 0.188, 0.769, 1.49, 188, 768, 126, 1
7, 214, 1498, 30.571, 0.449, 0.899, 2.77, 672, 1346, 243, 1
8, 82, 656, 10.25, 0.396, 0.713, 2.63, 260, 468, 99, 1
6, 32, 192, 5.333, 0.286, 0.891, 1.41, 55, 171, 39, 1
7, 13, 91, 1.857, 0.264, 0.879, 1.85, 24, 80, 13, 1
9, 347, 3123, 38.556, 0.111, 0.433, 1.26, 347, 1351, 275, 1
2, 536, 1072, 268.0, 0.537, 0.622, 24.0, 576, 667, 24, 2
7, 11, 77, 1.571, 0.234, 0.935, 1.64, 18, 72, 11, 1
6, 82, 492, 13.667, 0.274, 0.925, 1.39, 135, 455, 97, 1
6, 12, 72, 2.0, 0.292, 0.778, 1.62, 21, 56, 13, 1
8, 344, 2752, 43.0, 0.216, 0.838, 1.22, 595, 2307, 486, 1
6, 13, 78, 2.167, 0.282, 0.808, 1.57, 22, 63, 14, 1
6, 13, 78, 2.167, 0.256, 0.974, 1.54, 20, 76, 13, 1
9, 518, 4662, 57.556, 0.096, 0.429, 1.25, 449, 2001, 360, 1
13, 57, 741, 4.385, 0.745, 1.0, 11.5, 552, 741, 48, 1
5, 4, 20, 0.8, 0.4, 0.4, 8.0, 8, 8, 1, 1
8, 73, 584, 9.125, 0.433, 0.875, 2.75, 253, 511, 92, 1
28, 31, 868, 1.107, 0.492, 0.745, 7.49, 427, 647, 57, 3
8, 102, 816, 12.75, 0.403, 0.929, 2.7, 329, 758, 122, 1
4, 4, 16, 1.0, 0.438, 0.438, 7.0, 7, 7, 1, 1
9, 166, 1494, 18.444, 0.392, 0.75, 3.08, 585, 1120, 190, 1
9, 240, 2160, 26.667, 0.179, 0.605, 1.26, 386, 1307, 306, 1
9, 148, 1332, 16.444, 0.194, 0.685, 1.37, 258, 912, 189, 1
9, 535, 4815, 59.444, 0.126, 0.444, 1.29, 606, 2136, 469, 1
9, 520, 4680, 57.778, 0.081, 0.308, 1.37, 378, 1441, 276, 1
9, 534, 4806, 59.333, 0.134, 0.503, 1.34, 644, 2419, 482, 1
9, 534, 4806, 59.333, 0.131, 0.516, 1.31, 629, 2482, 479, 1
8, 101, 808, 12.625, 0.222, 0.834, 1.29, 179, 674, 139, 1
3, 536, 1608, 178.67, 0.341, 0.353, 61.0, 549, 567, 9, 2
24, 468, 11232, 19.5, 0.472, 0.922, 7.69, 5296, 10359, 689, 1
28, 32, 896, 1.143, 0.481, 0.742, 7.43, 431, 665, 58, 3
8, 83, 664, 10.375, 0.404, 0.741, 2.58, 268, 492, 104, 1
9, 103, 927, 11.444, 0.383, 0.825, 2.75, 355, 765, 129, 1
8, 275, 2200, 34.375, 0.209, 0.737, 1.31, 460, 1621, 351, 1
9, 534, 4806, 59.333, 0.163, 0.633, 1.34, 784, 3043, 585, 1
8, 508, 4064, 63.5, 0.092, 0.393, 1.28, 372, 1599, 290, 1
6, 103, 618, 17.167, 0.248, 0.909, 1.23, 153, 562, 124, 1
9, 533, 4797, 59.222, 0.167, 0.592, 1.34, 799, 2841, 596, 1
9, 464, 4176, 51.556, 0.158, 0.55, 1.3, 658, 2297, 505, 1
8, 256, 2048, 32.0, 0.124, 0.563, 1.26, 253, 1153, 200, 1
1, 263, 263, 263.0, 0.152, 1.0, 1.03, 40, 263, 39, 1
8, 62, 496, 7.75, 0.296, 0.869, 1.81, 147, 431, 81, 1
