@relation page-blocks
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.0070, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {1, 2, 3, 4, 5}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
9, 32, 288, 3.556, 0.24, 0.913, 1.5, 69, 263, 46, 1
7, 56, 392, 8.0, 0.227, 0.602, 1.25, 89, 236, 71, 1
6, 33, 198, 5.5, 0.247, 0.813, 1.2, 49, 161, 41, 1
9, 19, 171, 2.111, 0.251, 0.977, 1.34, 43, 167, 32, 1
8, 54, 432, 6.75, 0.275, 0.778, 1.37, 119, 336, 87, 1
8, 11, 88, 1.375, 0.318, 1.0, 1.4, 28, 88, 20, 1
7, 24, 168, 3.429, 0.274, 0.661, 1.48, 46, 111, 31, 1
7, 19, 133, 2.714, 0.398, 0.977, 1.77, 53, 130, 30, 1
7, 7, 49, 1.0, 0.347, 0.98, 2.13, 17, 48, 8, 1
7, 19, 133, 2.714, 0.286, 0.669, 1.36, 38, 89, 28, 1
7, 57, 399, 8.143, 0.273, 0.659, 1.3, 109, 263, 84, 1
7, 7, 49, 1.0, 0.245, 0.878, 1.71, 12, 43, 7, 1
6, 11, 66, 1.833, 0.364, 0.955, 1.33, 24, 63, 18, 1
8, 30, 240, 3.75, 0.225, 0.671, 1.23, 54, 161, 44, 1
6, 16, 96, 2.667, 0.198, 0.76, 2.38, 19, 73, 8, 1
7, 27, 189, 3.857, 0.37, 0.841, 1.79, 70, 159, 39, 1
7, 8, 56, 1.143, 0.357, 0.786, 1.54, 20, 44, 13, 1
7, 11, 77, 1.571, 0.364, 0.922, 2.0, 28, 71, 14, 1
9, 29, 261, 3.222, 0.287, 0.747, 1.53, 75, 195, 49, 1
8, 26, 208, 3.25, 0.236, 0.779, 1.26, 49, 162, 39, 1
7, 30, 210, 4.286, 0.3, 0.886, 1.43, 63, 186, 44, 1
7, 11, 77, 1.571, 0.247, 0.61, 1.36, 19, 47, 14, 1
7, 19, 133, 2.714, 0.406, 0.94, 1.74, 54, 125, 31, 1
7, 11, 77, 1.571, 0.312, 0.844, 1.33, 24, 65, 18, 1
7, 4, 28, 0.571, 0.25, 0.857, 1.75, 7, 24, 4, 1
9, 72, 648, 8.0, 0.241, 0.548, 1.61, 156, 355, 97, 1
7, 32, 224, 4.571, 0.308, 0.777, 1.25, 69, 174, 55, 1
7, 30, 210, 4.286, 0.338, 0.762, 1.54, 71, 160, 46, 1
7, 14, 98, 2.0, 0.265, 0.827, 1.18, 26, 81, 22, 1
6, 11, 66, 1.833, 0.303, 0.97, 1.33, 20, 64, 15, 1
7, 11, 77, 1.571, 0.416, 0.961, 1.6, 32, 74, 20, 1
7, 21, 147, 3.0, 0.388, 0.912, 1.84, 57, 134, 31, 1
9, 11, 99, 1.222, 0.253, 0.778, 1.92, 25, 77, 13, 1
10, 31, 310, 3.1, 0.197, 0.652, 1.3, 61, 202, 47, 1
7, 7, 49, 1.0, 0.286, 1.0, 1.27, 14, 49, 11, 1
5, 6, 30, 1.2, 0.433, 0.967, 1.63, 13, 29, 8, 1
5, 21, 105, 4.2, 0.333, 0.79, 1.46, 35, 83, 24, 1
9, 20, 180, 2.222, 0.233, 0.5, 1.62, 42, 90, 26, 1
7, 14, 98, 2.0, 0.327, 0.847, 1.45, 32, 83, 22, 1
7, 11, 77, 1.571, 0.364, 0.896, 1.47, 28, 69, 19, 1
7, 42, 294, 6.0, 0.235, 0.571, 1.33, 69, 168, 52, 1
7, 6, 42, 0.857, 0.333, 1.0, 1.4, 14, 42, 10, 1
7, 11, 77, 1.571, 0.403, 0.961, 1.55, 31, 74, 20, 1
9, 26, 234, 2.889, 0.175, 0.517, 1.37, 41, 121, 30, 1
10, 11, 110, 1.1, 0.2, 0.545, 2.2, 22, 60, 10, 1
9, 17, 153, 1.889, 0.229, 0.582, 1.67, 35, 89, 21, 1
7, 26, 182, 3.714, 0.192, 0.626, 1.52, 35, 114, 23, 1
7, 207, 1449, 29.571, 0.249, 0.771, 1.29, 361, 1117, 279, 1
7, 20, 140, 2.857, 0.357, 0.7, 1.85, 50, 98, 27, 1
7, 41, 287, 5.857, 0.307, 0.808, 1.52, 88, 232, 58, 1
7, 7, 49, 1.0, 0.327, 1.0, 2.0, 16, 49, 8, 1
7, 18, 126, 2.571, 0.238, 0.714, 1.15, 30, 90, 26, 1
5, 43, 215, 8.6, 0.456, 1.0, 1.42, 98, 215, 69, 1
5, 13, 65, 2.6, 0.431, 0.923, 1.87, 28, 60, 15, 1
5, 6, 30, 1.2, 0.433, 1.0, 1.63, 13, 30, 8, 1
7, 33, 231, 4.714, 0.364, 0.753, 1.68, 84, 174, 50, 1
9, 157, 1413, 17.444, 0.222, 0.54, 1.58, 313, 763, 198, 1
5, 4, 20, 0.8, 0.45, 0.8, 3.0, 9, 16, 3, 1
7, 65, 455, 9.286, 0.284, 0.846, 1.57, 129, 385, 82, 1
7, 52, 364, 7.429, 0.266, 0.959, 1.21, 97, 349, 80, 1
7, 30, 210, 4.286, 0.324, 0.948, 1.55, 68, 199, 44, 1
7, 18, 126, 2.571, 0.254, 0.841, 1.39, 32, 106, 23, 1
7, 11, 77, 1.571, 0.299, 0.987, 1.35, 23, 76, 17, 1
8, 17, 136, 2.125, 0.228, 0.882, 1.24, 31, 120, 25, 1
8, 41, 328, 5.125, 0.293, 0.872, 1.43, 96, 286, 67, 1
7, 47, 329, 6.714, 0.258, 0.763, 1.29, 85, 251, 66, 1
7, 9, 63, 1.286, 0.302, 0.841, 1.73, 19, 53, 11, 1
7, 17, 119, 2.429, 0.269, 0.899, 1.52, 32, 107, 21, 1
7, 11, 77, 1.571, 0.338, 0.883, 1.63, 26, 68, 16, 1
7, 13, 91, 1.857, 0.286, 0.868, 1.37, 26, 79, 19, 1
7, 18, 126, 2.571, 0.214, 0.929, 1.13, 27, 117, 24, 1
7, 45, 315, 6.429, 0.238, 0.67, 1.15, 75, 211, 65, 1
9, 202, 1818, 22.444, 0.087, 0.254, 1.3, 158, 462, 122, 1
9, 19, 171, 2.111, 0.275, 0.643, 1.52, 47, 110, 31, 1
8, 54, 432, 6.75, 0.183, 0.734, 1.34, 79, 317, 59, 1
6, 10, 60, 1.667, 0.267, 0.55, 1.78, 16, 33, 9, 1
9, 29, 261, 3.222, 0.188, 0.502, 1.48, 49, 131, 33, 1
1, 65, 65, 65.0, 0.646, 1.0, 3.0, 42, 65, 14, 2
8, 20, 160, 2.5, 0.375, 0.725, 1.88, 60, 116, 32, 1
8, 9, 72, 1.125, 0.361, 0.792, 1.53, 26, 57, 17, 1
8, 8, 64, 1.0, 0.516, 1.0, 2.54, 33, 64, 13, 1
9, 36, 324, 4.0, 0.349, 0.707, 1.82, 113, 229, 62, 1
5, 7, 35, 1.4, 0.543, 1.0, 2.11, 19, 35, 9, 1
8, 10, 80, 1.25, 0.475, 0.888, 2.92, 38, 71, 13, 1
8, 12, 96, 1.5, 0.427, 1.0, 1.64, 41, 96, 25, 1
8, 6, 48, 0.75, 0.458, 0.833, 2.75, 22, 40, 8, 1
22, 22, 484, 1.0, 0.107, 0.473, 1.79, 52, 229, 29, 5
16, 21, 336, 1.313, 0.095, 0.515, 1.6, 32, 173, 20, 5
8, 16, 128, 2.0, 0.477, 0.875, 2.44, 61, 112, 25, 1
8, 16, 128, 2.0, 0.383, 0.867, 1.96, 49, 111, 25, 1
7, 11, 77, 1.571, 0.117, 0.494, 1.8, 9, 38, 5, 5
55, 48, 2640, 0.873, 0.142, 0.364, 4.26, 375, 960, 88, 5
8, 13, 104, 1.625, 0.49, 0.933, 2.32, 51, 97, 22, 1
29, 48, 1392, 1.655, 0.116, 0.268, 5.06, 162, 373, 32, 5
9, 12, 108, 1.333, 0.37, 1.0, 2.0, 40, 108, 20, 1
10, 60, 600, 6.0, 0.365, 0.788, 2.35, 219, 473, 93, 1
10, 42, 420, 4.2, 0.355, 0.862, 2.13, 149, 362, 70, 1
8, 36, 288, 4.5, 0.458, 0.875, 2.03, 132, 252, 65, 1
8, 14, 112, 1.75, 0.455, 1.0, 1.96, 51, 112, 26, 1
8, 42, 336, 5.25, 0.414, 0.955, 1.88, 139, 321, 74, 1
8, 4, 32, 0.5, 0.438, 0.594, 7.0, 14, 19, 2, 5
8, 19, 152, 2.375, 0.355, 0.868, 1.74, 54, 132, 31, 1
6, 13, 78, 2.167, 0.551, 0.923, 2.53, 43, 72, 17, 1
10, 18, 180, 1.8, 0.306, 0.617, 2.5, 55, 111, 22, 1
8, 34, 272, 4.25, 0.371, 0.765, 2.1, 101, 208, 48, 1
6, 13, 78, 2.167, 0.103, 0.449, 4.0, 8, 35, 2, 5
9, 20, 180, 2.222, 0.367, 0.9, 2.2, 66, 162, 30, 1
11, 30, 330, 2.727, 0.297, 0.6, 2.39, 98, 198, 41, 1
8, 10, 80, 1.25, 0.425, 0.925, 2.13, 34, 74, 16, 1
6, 14, 84, 2.333, 0.571, 0.976, 2.4, 48, 82, 20, 1
9, 25, 225, 2.778, 0.378, 0.938, 2.13, 85, 211, 40, 1
8, 56, 448, 7.0, 0.424, 0.942, 2.09, 190, 422, 91, 1
11, 134, 1474, 12.182, 0.286, 0.777, 2.36, 422, 1145, 179, 1
11, 79, 869, 7.182, 0.321, 0.713, 2.11, 279, 620, 132, 1
11, 272, 2992, 24.727, 0.275, 0.743, 2.1, 824, 2222, 392, 1
1, 47, 47, 47.0, 1.0, 1.0, 47.0, 47, 47, 1, 2
1, 17, 17, 17.0, 1.0, 1.0, 17.0, 17, 17, 1, 2
12, 271, 3252, 22.583, 0.259, 0.689, 1.99, 843, 2241, 423, 1
8, 7, 56, 0.875, 0.411, 1.0, 1.92, 23, 56, 12, 1
8, 29, 232, 3.625, 0.453, 0.996, 2.1, 105, 231, 50, 1
9, 22, 198, 2.444, 0.268, 0.596, 3.31, 53, 118, 16, 1
7, 23, 161, 3.286, 0.447, 0.764, 1.89, 72, 123, 38, 1
8, 25, 200, 3.125, 0.365, 0.73, 1.83, 73, 146, 40, 1
11, 32, 352, 2.909, 0.344, 0.767, 2.69, 121, 270, 45, 1
8, 14, 112, 1.75, 0.464, 0.768, 2.6, 52, 86, 20, 1
8, 32, 256, 4.0, 0.367, 0.688, 2.47, 94, 176, 38, 1
7, 17, 119, 2.429, 0.429, 0.748, 2.22, 51, 89, 23, 1
9, 37, 333, 4.111, 0.333, 0.655, 2.22, 111, 218, 50, 1
8, 38, 304, 4.75, 0.401, 0.747, 2.65, 122, 227, 46, 1
9, 35, 315, 3.889, 0.381, 0.806, 2.14, 120, 254, 56, 1
9, 19, 171, 2.111, 0.392, 0.83, 2.31, 67, 142, 29, 1
8, 36, 288, 4.5, 0.427, 1.0, 2.05, 123, 288, 60, 1
5, 18, 90, 3.6, 0.689, 1.0, 3.44, 62, 90, 18, 1
11, 185, 2035, 16.818, 0.295, 0.826, 1.94, 600, 1681, 310, 1
8, 82, 656, 10.25, 0.402, 0.991, 2.1, 264, 650, 126, 1
8, 12, 96, 1.5, 0.479, 0.938, 2.3, 46, 90, 20, 1
8, 38, 304, 4.75, 0.461, 0.803, 2.3, 140, 244, 61, 1
8, 9, 72, 1.125, 0.528, 0.958, 3.17, 38, 69, 12, 1
5, 4, 20, 0.8, 0.65, 0.85, 3.25, 13, 17, 4, 1
11, 271, 2981, 24.636, 0.278, 0.728, 1.99, 829, 2171, 417, 1
8, 26, 208, 3.25, 0.37, 0.654, 2.41, 77, 136, 32, 1
11, 272, 2992, 24.727, 0.281, 0.68, 2.0, 840, 2036, 420, 1
8, 13, 104, 1.625, 0.394, 0.913, 2.28, 41, 95, 18, 1
9, 34, 306, 3.778, 0.386, 0.706, 2.41, 118, 216, 49, 1
9, 23, 207, 2.556, 0.362, 0.831, 1.92, 75, 172, 39, 1
6, 33, 198, 5.5, 0.52, 0.995, 2.24, 103, 197, 46, 1
9, 19, 171, 2.111, 0.386, 0.912, 2.2, 66, 156, 30, 1
11, 12, 132, 1.091, 0.295, 0.818, 3.0, 39, 108, 13, 1
11, 51, 561, 4.636, 0.294, 0.824, 2.06, 165, 462, 80, 1
8, 21, 168, 2.625, 0.411, 0.786, 2.23, 69, 132, 31, 1
8, 7, 56, 0.875, 0.446, 0.768, 3.13, 25, 43, 8, 1
11, 24, 264, 2.182, 0.307, 0.795, 2.08, 81, 210, 39, 1
8, 12, 96, 1.5, 0.438, 1.0, 1.91, 42, 96, 22, 1
8, 16, 128, 2.0, 0.438, 0.891, 2.67, 56, 114, 21, 1
10, 19, 190, 1.9, 0.337, 0.911, 2.0, 64, 173, 32, 1
11, 96, 1056, 8.727, 0.277, 0.68, 1.83, 292, 718, 160, 1
11, 76, 836, 6.909, 0.254, 0.688, 2.08, 212, 575, 102, 1
8, 16, 128, 2.0, 0.43, 0.859, 2.2, 55, 110, 25, 1
10, 27, 270, 2.7, 0.344, 0.804, 2.38, 93, 217, 39, 1
7, 15, 105, 2.143, 0.448, 0.829, 1.74, 47, 87, 27, 1
10, 36, 360, 3.6, 0.319, 0.817, 1.98, 115, 294, 58, 1
8, 31, 248, 3.875, 0.415, 1.0, 1.87, 103, 248, 55, 1
10, 7, 70, 0.7, 0.329, 0.986, 1.77, 23, 69, 13, 1
10, 145, 1450, 14.5, 0.278, 0.724, 1.9, 403, 1050, 212, 1
9, 49, 441, 5.444, 0.306, 0.773, 1.82, 135, 341, 74, 1
8, 12, 96, 1.5, 0.417, 0.969, 2.11, 40, 93, 19, 1
11, 126, 1386, 11.455, 0.273, 0.649, 2.11, 379, 900, 180, 1
8, 7, 56, 0.875, 0.464, 1.0, 2.36, 26, 56, 11, 1
8, 16, 128, 2.0, 0.344, 0.742, 1.52, 44, 95, 29, 1
11, 233, 2563, 21.182, 0.245, 0.677, 1.8, 629, 1734, 349, 1
7, 35, 245, 5.0, 0.408, 0.755, 2.38, 100, 185, 42, 1
8, 12, 96, 1.5, 0.438, 0.927, 2.1, 42, 89, 20, 1
8, 10, 80, 1.25, 0.4, 1.0, 1.88, 32, 80, 17, 1
6, 14, 84, 2.333, 0.56, 0.929, 2.24, 47, 78, 21, 1
11, 33, 363, 3.0, 0.278, 0.73, 2.1, 101, 265, 48, 1
8, 37, 296, 4.625, 0.392, 0.753, 1.93, 116, 223, 60, 1
11, 29, 319, 2.636, 0.32, 0.618, 2.22, 102, 197, 46, 1
8, 50, 400, 6.25, 0.405, 0.993, 1.93, 162, 397, 84, 1
8, 26, 208, 3.25, 0.409, 0.933, 2.18, 85, 194, 39, 1
6, 7, 42, 1.167, 0.5, 0.976, 2.1, 21, 41, 10, 1
10, 35, 350, 3.5, 0.326, 0.583, 2.24, 114, 204, 51, 1
8, 27, 216, 3.375, 0.343, 0.778, 1.76, 74, 168, 42, 1
8, 8, 64, 1.0, 0.406, 0.953, 2.17, 26, 61, 12, 1
8, 13, 104, 1.625, 0.365, 0.808, 1.9, 38, 84, 20, 1
11, 27, 297, 2.455, 0.303, 0.596, 2.43, 90, 177, 37, 1
7, 26, 182, 3.714, 0.396, 1.0, 2.0, 72, 182, 36, 1
1, 25, 25, 25.0, 1.0, 1.0, 25.0, 25, 25, 1, 1
5, 10, 50, 2.0, 0.5, 0.84, 2.08, 25, 42, 12, 1
7, 7, 49, 1.0, 0.286, 0.571, 3.5, 14, 28, 4, 1
20, 39, 780, 1.95, 0.14, 0.405, 3.21, 109, 316, 34, 5
8, 24, 192, 3.0, 0.417, 0.953, 1.9, 80, 183, 42, 1
7, 6, 42, 0.857, 0.405, 0.929, 1.89, 17, 39, 9, 1
10, 13, 130, 1.3, 0.285, 0.885, 1.61, 37, 115, 23, 1
8, 28, 224, 3.5, 0.442, 0.795, 2.48, 99, 178, 40, 1
5, 2, 10, 0.4, 0.7, 0.7, 7.0, 7, 7, 1, 1
4, 2, 8, 0.5, 0.875, 0.875, 7.0, 7, 7, 1, 1
7, 15, 105, 2.143, 0.438, 0.895, 2.3, 46, 94, 20, 1
6, 13, 78, 2.167, 0.436, 0.756, 2.27, 34, 59, 15, 1
5, 15, 75, 3.0, 0.507, 0.787, 3.17, 38, 59, 12, 1
5, 12, 60, 2.4, 0.467, 0.6, 4.67, 28, 36, 6, 1
8, 16, 128, 2.0, 0.328, 0.961, 1.91, 42, 123, 22, 1
4, 10, 40, 2.5, 0.5, 0.9, 4.0, 20, 36, 5, 1
5, 14, 70, 2.8, 0.329, 0.5, 2.56, 23, 35, 9, 1
5, 17, 85, 3.4, 0.576, 0.953, 2.33, 49, 81, 21, 1
10, 61, 610, 6.1, 0.333, 0.954, 1.85, 203, 582, 110, 1
34, 25, 850, 0.735, 0.256, 0.534, 2.06, 218, 454, 106, 5
8, 32, 256, 4.0, 0.395, 0.773, 2.1, 101, 198, 48, 1
10, 31, 310, 3.1, 0.316, 0.752, 1.66, 98, 233, 59, 1
10, 103, 1030, 10.3, 0.25, 0.61, 1.77, 258, 628, 146, 1
9, 9, 81, 1.0, 0.358, 0.728, 2.23, 29, 59, 13, 1
8, 12, 96, 1.5, 0.375, 0.927, 1.8, 36, 89, 20, 1
10, 28, 280, 2.8, 0.343, 0.975, 2.13, 96, 273, 45, 1
9, 2, 18, 0.222, 0.611, 0.722, 11.0, 11, 13, 1, 4
8, 16, 128, 2.0, 0.422, 0.852, 1.8, 54, 109, 30, 1
5, 19, 95, 3.8, 0.505, 0.8, 2.18, 48, 76, 22, 1
5, 11, 55, 2.2, 0.6, 0.818, 2.75, 33, 45, 12, 1
5, 14, 70, 2.8, 0.443, 0.743, 2.21, 31, 52, 14, 1
8, 10, 80, 1.25, 0.35, 0.763, 1.75, 28, 61, 16, 1
8, 35, 280, 4.375, 0.425, 0.843, 2.09, 119, 236, 57, 1
8, 34, 272, 4.25, 0.36, 0.717, 1.88, 98, 195, 52, 1
4, 24, 96, 6.0, 0.573, 0.958, 2.04, 55, 92, 27, 1
10, 16, 160, 1.6, 0.3, 1.0, 1.85, 48, 160, 26, 1
10, 15, 150, 1.5, 0.3, 1.0, 1.88, 45, 150, 24, 1
11, 127, 1397, 11.545, 0.266, 0.686, 2.23, 371, 959, 166, 1
7, 25, 175, 3.571, 0.354, 0.606, 2.14, 62, 106, 29, 1
9, 53, 477, 5.889, 0.335, 0.602, 2.42, 160, 287, 66, 1
8, 8, 64, 1.0, 0.469, 0.844, 2.73, 30, 54, 11, 1
5, 10, 50, 2.0, 0.56, 0.96, 2.33, 28, 48, 12, 1
10, 18, 180, 1.8, 0.311, 0.706, 1.93, 56, 127, 29, 1
7, 62, 434, 8.857, 0.392, 0.871, 1.87, 170, 378, 91, 1
8, 14, 112, 1.75, 0.393, 0.705, 2.32, 44, 79, 19, 1
11, 262, 2882, 23.818, 0.259, 0.788, 1.94, 747, 2271, 386, 1
8, 16, 128, 2.0, 0.383, 0.742, 2.33, 49, 95, 21, 1
6, 4, 24, 0.667, 0.583, 1.0, 4.67, 14, 24, 3, 1
8, 24, 192, 3.0, 0.318, 0.688, 2.65, 61, 132, 23, 1
5, 27, 135, 5.4, 0.607, 0.993, 2.34, 82, 134, 35, 1
7, 20, 140, 2.857, 0.436, 0.736, 2.35, 61, 103, 26, 1
8, 20, 160, 2.5, 0.425, 1.0, 2.27, 68, 160, 30, 1
8, 40, 320, 5.0, 0.372, 0.919, 1.75, 119, 294, 68, 1
8, 12, 96, 1.5, 0.385, 0.948, 1.48, 37, 91, 25, 1
10, 46, 460, 4.6, 0.3, 0.604, 2.09, 138, 278, 66, 1
11, 261, 2871, 23.727, 0.243, 0.524, 1.93, 698, 1505, 361, 1
10, 262, 2620, 26.2, 0.273, 0.703, 1.83, 716, 1841, 391, 1
9, 52, 468, 5.778, 0.286, 0.652, 1.84, 134, 305, 73, 1
10, 58, 580, 5.8, 0.3, 0.84, 2.17, 174, 487, 80, 1
8, 19, 152, 2.375, 0.428, 0.961, 1.76, 65, 146, 37, 1
8, 34, 272, 4.25, 0.379, 0.971, 1.84, 103, 264, 56, 1
10, 38, 380, 3.8, 0.308, 0.632, 2.13, 117, 240, 55, 1
8, 10, 80, 1.25, 0.325, 0.913, 1.53, 26, 73, 17, 1
10, 26, 260, 2.6, 0.354, 0.769, 2.09, 92, 200, 44, 1
8, 40, 320, 5.0, 0.363, 0.806, 1.68, 116, 258, 69, 1
8, 9, 72, 1.125, 0.431, 1.0, 2.38, 31, 72, 13, 1
7, 14, 98, 2.0, 0.5, 1.0, 2.72, 49, 98, 18, 1
7, 25, 175, 3.571, 0.434, 1.0, 1.81, 76, 175, 42, 1
8, 17, 136, 2.125, 0.382, 0.86, 2.48, 52, 117, 21, 1
8, 19, 152, 2.375, 0.388, 0.809, 1.97, 59, 123, 30, 1
10, 31, 310, 3.1, 0.329, 0.952, 2.08, 102, 295, 49, 1
10, 73, 730, 7.3, 0.273, 0.79, 1.84, 199, 577, 108, 1
8, 9, 72, 1.125, 0.375, 0.986, 2.08, 27, 71, 13, 1
7, 18, 126, 2.571, 0.357, 0.865, 2.14, 45, 109, 21, 1
10, 63, 630, 6.3, 0.298, 0.795, 1.72, 188, 501, 109, 1
8, 9, 72, 1.125, 0.389, 0.708, 2.33, 28, 51, 12, 1
9, 56, 504, 6.222, 0.343, 0.706, 1.97, 173, 356, 88, 1
10, 261, 2610, 26.1, 0.269, 0.713, 1.81, 701, 1860, 388, 1
11, 262, 2882, 23.818, 0.242, 0.618, 1.91, 697, 1781, 364, 1
8, 17, 136, 2.125, 0.441, 0.978, 1.67, 60, 133, 36, 1
8, 12, 96, 1.5, 0.458, 0.865, 2.1, 44, 83, 21, 1
8, 12, 96, 1.5, 0.521, 0.958, 2.5, 50, 92, 20, 1
7, 19, 133, 2.714, 0.451, 0.97, 2.73, 60, 129, 22, 1
5, 7, 35, 1.4, 0.686, 1.0, 3.0, 24, 35, 8, 1
5, 7, 35, 1.4, 0.6, 1.0, 2.33, 21, 35, 9, 1
8, 24, 192, 3.0, 0.375, 0.964, 1.8, 72, 185, 40, 1
8, 22, 176, 2.75, 0.426, 1.0, 2.42, 75, 176, 31, 1
8, 15, 120, 1.875, 0.458, 0.95, 2.2, 55, 114, 25, 1
10, 157, 1570, 15.7, 0.233, 0.565, 1.65, 366, 887, 222, 1
8, 108, 864, 13.5, 0.348, 0.868, 1.65, 301, 750, 182, 1
10, 9, 90, 0.9, 0.344, 0.856, 1.72, 31, 77, 18, 1
10, 14, 140, 1.4, 0.314, 0.9, 1.91, 44, 126, 23, 1
10, 41, 410, 4.1, 0.266, 0.539, 1.98, 109, 221, 55, 1
8, 21, 168, 2.625, 0.417, 0.958, 1.94, 70, 161, 36, 1
8, 32, 256, 4.0, 0.387, 0.895, 1.62, 99, 229, 61, 1
9, 33, 297, 3.667, 0.36, 0.818, 2.02, 107, 243, 53, 1
8, 9, 72, 1.125, 0.278, 0.5, 2.86, 20, 36, 7, 1
7, 18, 126, 2.571, 0.413, 0.952, 1.86, 52, 120, 28, 1
11, 262, 2882, 23.818, 0.238, 0.57, 1.84, 685, 1643, 373, 1
10, 261, 2610, 26.1, 0.264, 0.679, 1.77, 689, 1771, 390, 1
8, 18, 144, 2.25, 0.174, 0.458, 2.5, 25, 66, 10, 1
8, 46, 368, 5.75, 0.356, 0.957, 1.79, 131, 352, 73, 1
8, 119, 952, 14.875, 0.337, 0.92, 1.7, 321, 876, 189, 1
10, 35, 350, 3.5, 0.091, 0.157, 2.67, 32, 55, 12, 1
8, 23, 184, 2.875, 0.321, 0.897, 1.51, 59, 165, 39, 1
8, 16, 128, 2.0, 0.383, 0.781, 1.69, 49, 100, 29, 1
8, 25, 200, 3.125, 0.355, 0.88, 1.73, 71, 176, 41, 1
7, 16, 112, 2.286, 0.42, 0.768, 1.96, 47, 86, 24, 1
10, 22, 220, 2.2, 0.277, 0.595, 1.74, 61, 131, 35, 1
6, 8, 48, 1.333, 0.458, 0.729, 2.44, 22, 35, 9, 1
12, 69, 828, 5.75, 0.407, 0.833, 3.15, 337, 690, 107, 1
25, 185, 4625, 7.4, 0.479, 0.95, 7.24, 2214, 4395, 306, 1
101, 99, 9999, 0.98, 0.14, 0.778, 2.02, 1398, 7780, 691, 5
9, 179, 1611, 19.889, 0.341, 0.745, 2.4, 550, 1200, 229, 1
9, 103, 927, 11.444, 0.369, 0.877, 2.55, 342, 813, 134, 1
9, 123, 1107, 13.667, 0.346, 0.74, 2.21, 383, 819, 173, 1
9, 165, 1485, 18.333, 0.337, 0.713, 2.54, 501, 1059, 197, 1
2, 536, 1072, 268.0, 0.538, 0.737, 30.37, 577, 790, 19, 2
7, 13, 91, 1.857, 0.242, 0.912, 1.47, 22, 83, 15, 1
7, 80, 560, 11.429, 0.102, 0.468, 1.39, 57, 262, 41, 1
9, 532, 4788, 59.111, 0.154, 0.642, 1.29, 736, 3073, 572, 1
2, 535, 1070, 267.5, 0.648, 0.92, 11.75, 693, 984, 59, 2
24, 280, 6720, 11.667, 0.456, 0.913, 7.66, 3064, 6134, 400, 1
5, 5, 25, 1.0, 0.36, 0.56, 3.0, 9, 14, 3, 1
25, 186, 4650, 7.44, 0.478, 0.953, 7.16, 2221, 4433, 310, 1
7, 214, 1498, 30.571, 0.461, 0.865, 2.95, 691, 1296, 234, 1
5, 4, 20, 0.8, 0.35, 0.6, 2.33, 7, 12, 3, 1
9, 185, 1665, 20.556, 0.398, 0.783, 2.79, 663, 1303, 238, 1
8, 174, 1392, 21.75, 0.161, 0.72, 1.3, 224, 1002, 172, 1
9, 267, 2403, 29.667, 0.131, 0.517, 1.35, 315, 1242, 234, 1
9, 534, 4806, 59.333, 0.184, 0.733, 1.34, 884, 3524, 661, 1
9, 534, 4806, 59.333, 0.102, 0.417, 1.4, 491, 2005, 351, 1
9, 275, 2475, 30.556, 0.202, 0.717, 1.39, 500, 1775, 359, 1
7, 197, 1379, 28.143, 0.072, 0.326, 1.5, 99, 450, 66, 1
13, 38, 494, 2.923, 0.332, 0.935, 4.0, 164, 462, 41, 1
6, 29, 174, 4.833, 0.368, 0.954, 1.73, 64, 166, 37, 1
7, 256, 1792, 36.571, 0.135, 0.603, 1.36, 242, 1081, 178, 1
8, 532, 4256, 66.5, 0.192, 0.72, 1.28, 816, 3066, 636, 1
8, 274, 2192, 34.25, 0.15, 0.583, 1.35, 329, 1277, 244, 1
7, 150, 1050, 21.429, 0.178, 0.774, 1.36, 187, 813, 138, 1
6, 62, 372, 10.333, 0.234, 0.852, 1.36, 87, 317, 64, 1
9, 274, 2466, 30.444, 0.158, 0.58, 1.31, 390, 1431, 298, 1
10, 499, 4990, 49.9, 0.147, 0.631, 1.27, 733, 3150, 575, 1
7, 96, 672, 13.714, 0.314, 0.988, 1.77, 211, 664, 119, 1
8, 83, 664, 10.375, 0.437, 0.866, 2.52, 290, 575, 115, 1
9, 182, 1638, 20.222, 0.378, 0.789, 2.95, 619, 1292, 210, 1
8, 152, 1216, 19.0, 0.199, 0.677, 1.27, 242, 823, 191, 1
9, 535, 4815, 59.444, 0.173, 0.667, 1.36, 832, 3214, 613, 1
9, 534, 4806, 59.333, 0.14, 0.518, 1.32, 671, 2491, 507, 1
9, 284, 2556, 31.556, 0.141, 0.601, 1.26, 361, 1537, 286, 1
9, 536, 4824, 59.556, 0.154, 0.602, 1.36, 743, 2904, 547, 1
3, 537, 1611, 179.0, 0.345, 0.405, 22.24, 556, 652, 25, 2
9, 349, 3141, 38.778, 0.125, 0.453, 1.29, 394, 1422, 306, 1
31, 105, 3255, 3.387, 0.242, 0.456, 4.89, 787, 1485, 161, 5
